mstime	trial_type	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_resp	recog_conf	resp	color_r	color_g	color_b	case	font
2411560	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	FUDGE	611	n/a	n/a	-1	n/a	n/a	n/a	n/a	n/a
2412823	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	0	CHOCOLATE	306	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
2414634	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	COOKIE	374	n/a	n/a	-1	n/a	n/a	n/a	n/a	n/a
2418784	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	TUXEDO	1525	n/a	n/a	-1	n/a	n/a	n/a	n/a	n/a
2444256	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	0	DESSERT	453	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
2486913	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SCISSORS	1250	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2490912	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SWAMP	1416	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2494927	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	TACK	1428	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2498959	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	COMEDIAN	352	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2502983	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	CAPITAL	238	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2506806	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	MEADOW	881	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2510971	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	POISON	1096	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2514853	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	DIRT	472	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2518918	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	MARSH	874	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2522859	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	TIMBER	1469	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2526749	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	TWIG	1527	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2530714	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SUPPER	1411	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2534846	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SHOWER	1296	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2538737	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	PUMP	1141	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2542902	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SNACK	1331	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2547092	WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	LIZARD	834	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2552724	REC_START	n/a	LTP063	ltpFR	15	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2554739	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SUPPER	1411	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2555541	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SHOWER	1296	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2556495	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	PUMP	1141	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2557543	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	LIZARD	834	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2593252	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	MARSH	874	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2594200	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	MEADOW	881	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2595124	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SWAMP	1416	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2596529	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	DIRT	472	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
2603294	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	n/a	LAGOON	795	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2607165	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	CAPITAL	238	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2646882	REC_START	n/a	LTP063	ltpFR	15	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2646915	RECOG_TARGET	n/a	LTP063	ltpFR	15	1	1	STICKER	1382	1	5	0	n/a	n/a	n/a	n/a	n/a
2647720	RECOG_RESP	n/a	LTP063	ltpFR	15	1	1	STICKER	1382	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2648443	RECOG_CONF	n/a	LTP063	ltpFR	15	1	1	STICKER	1382	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2649880	RECOG_LURE	n/a	LTP063	ltpFR	15	1	n/a	CLIPPERS	324	1	5	n/a	n/a	n/a	n/a	n/a	n/a
2650424	RECOG_RESP	n/a	LTP063	ltpFR	15	1	n/a	CLIPPERS	324	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2651027	RECOG_CONF	n/a	LTP063	ltpFR	15	1	n/a	CLIPPERS	324	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a
2652471	RECOG_TARGET	n/a	LTP063	ltpFR	15	1	1	CHAPEL	280	1	5	0	n/a	n/a	n/a	n/a	n/a
2652948	RECOG_RESP	n/a	LTP063	ltpFR	15	1	1	CHAPEL	280	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2653582	RECOG_CONF	n/a	LTP063	ltpFR	15	1	1	CHAPEL	280	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2655029	RECOG_TARGET	n/a	LTP063	ltpFR	15	1	-1	MONASTERY	907	1	5	-1	n/a	n/a	n/a	n/a	n/a
2655607	RECOG_RESP	n/a	LTP063	ltpFR	15	1	-1	MONASTERY	907	1	n/a	-1	n/a	n/a	n/a	n/a	n/a
2656216	RECOG_CONF	n/a	LTP063	ltpFR	15	1	-1	MONASTERY	907	n/a	5	-1	n/a	n/a	n/a	n/a	n/a
2657677	RECOG_LURE	n/a	LTP063	ltpFR	15	1	n/a	TEA	1439	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2658655	RECOG_RESP	n/a	LTP063	ltpFR	15	1	n/a	TEA	1439	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2659219	RECOG_CONF	n/a	LTP063	ltpFR	15	1	n/a	TEA	1439	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2660660	RECOG_LURE	n/a	LTP063	ltpFR	15	1	n/a	DILL	465	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2661104	RECOG_RESP_VV	n/a	LTP063	ltpFR	15	1	n/a	DILL	465	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2661738	RECOG_RESP	n/a	LTP063	ltpFR	15	1	n/a	DILL	465	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2662332	RECOG_CONF	n/a	LTP063	ltpFR	15	1	n/a	DILL	465	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2663792	RECOG_LURE	n/a	LTP063	ltpFR	15	1	n/a	JET	756	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2664337	RECOG_RESP	n/a	LTP063	ltpFR	15	1	n/a	JET	756	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2664866	RECOG_CONF	n/a	LTP063	ltpFR	15	1	n/a	JET	756	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2666341	RECOG_LURE	n/a	LTP063	ltpFR	15	1	n/a	COAL	332	1	5	n/a	n/a	n/a	n/a	n/a	n/a
2667161	RECOG_RESP	n/a	LTP063	ltpFR	15	1	n/a	COAL	332	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2668927	RECOG_CONF	n/a	LTP063	ltpFR	15	1	n/a	COAL	332	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a
2670481	RECOG_LURE	n/a	LTP063	ltpFR	15	1	n/a	SCALLOP	1242	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2671296	RECOG_RESP	n/a	LTP063	ltpFR	15	1	n/a	SCALLOP	1242	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2671820	RECOG_CONF	n/a	LTP063	ltpFR	15	1	n/a	SCALLOP	1242	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2673339	RECOG_TARGET	n/a	LTP063	ltpFR	15	1	1	SPIDER	1351	1	5	1	n/a	n/a	n/a	n/a	n/a
2673915	RECOG_RESP	n/a	LTP063	ltpFR	15	1	1	SPIDER	1351	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2674504	RECOG_CONF	n/a	LTP063	ltpFR	15	1	1	SPIDER	1351	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2675904	RECOG_LURE	n/a	LTP063	ltpFR	15	1	n/a	COUSIN	392	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2676524	RECOG_RESP	n/a	LTP063	ltpFR	15	1	n/a	COUSIN	392	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2677058	RECOG_CONF	n/a	LTP063	ltpFR	15	1	n/a	COUSIN	392	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2678454	RECOG_TARGET	n/a	LTP063	ltpFR	15	1	0	DISC	473	1	5	0	n/a	n/a	n/a	n/a	n/a
2679084	RECOG_RESP	n/a	LTP063	ltpFR	15	1	0	DISC	473	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2679642	RECOG_CONF	n/a	LTP063	ltpFR	15	1	0	DISC	473	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2681044	RECOG_LURE	n/a	LTP063	ltpFR	15	1	n/a	BED	110	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2681932	RECOG_RESP	n/a	LTP063	ltpFR	15	1	n/a	BED	110	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2682636	RECOG_CONF	n/a	LTP063	ltpFR	15	1	n/a	BED	110	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2684018	RECOG_TARGET	n/a	LTP063	ltpFR	15	1	0	SEA	1259	1	5	1	n/a	n/a	n/a	n/a	n/a
2684691	RECOG_RESP	n/a	LTP063	ltpFR	15	1	0	SEA	1259	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2685230	RECOG_CONF	n/a	LTP063	ltpFR	15	1	0	SEA	1259	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2686592	RECOG_LURE	n/a	LTP063	ltpFR	15	1	n/a	PELT	1040	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2687709	RECOG_RESP	n/a	LTP063	ltpFR	15	1	n/a	PELT	1040	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2688233	RECOG_CONF	n/a	LTP063	ltpFR	15	1	n/a	PELT	1040	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2689775	RECOG_TARGET	n/a	LTP063	ltpFR	15	1	0	BEETLE	116	1	5	0	n/a	n/a	n/a	n/a	n/a
2690448	RECOG_RESP	n/a	LTP063	ltpFR	15	1	0	BEETLE	116	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2691007	RECOG_CONF	n/a	LTP063	ltpFR	15	1	0	BEETLE	116	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2692424	RECOG_LURE	n/a	LTP063	ltpFR	15	1	n/a	SOCK	1339	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2693072	RECOG_RESP	n/a	LTP063	ltpFR	15	1	n/a	SOCK	1339	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2693541	RECOG_CONF	n/a	LTP063	ltpFR	15	1	n/a	SOCK	1339	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2695014	RECOG_TARGET	n/a	LTP063	ltpFR	15	1	1	FOOTBALL	591	1	5	0	n/a	n/a	n/a	n/a	n/a
2695661	RECOG_RESP	n/a	LTP063	ltpFR	15	1	1	FOOTBALL	591	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2696235	RECOG_CONF	n/a	LTP063	ltpFR	15	1	1	FOOTBALL	591	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2697647	RECOG_TARGET	n/a	LTP063	ltpFR	15	1	1	QUARTER	1148	1	5	0	n/a	n/a	n/a	n/a	n/a
2698275	RECOG_RESP	n/a	LTP063	ltpFR	15	1	1	QUARTER	1148	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2698869	RECOG_CONF	n/a	LTP063	ltpFR	15	1	1	QUARTER	1148	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2700279	RECOG_TARGET	n/a	LTP063	ltpFR	15	1	0	MINK	897	1	5	1	n/a	n/a	n/a	n/a	n/a
2700844	RECOG_RESP	n/a	LTP063	ltpFR	15	1	0	MINK	897	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2701443	RECOG_CONF	n/a	LTP063	ltpFR	15	1	0	MINK	897	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2704725	REC_START	n/a	LTP063	ltpFR	15	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2704761	RECOG_TARGET	n/a	LTP063	ltpFR	15	2	1	ISLAND	745	1	5	0	n/a	n/a	n/a	n/a	n/a
2705468	RECOG_RESP	n/a	LTP063	ltpFR	15	2	1	ISLAND	745	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2706047	RECOG_CONF	n/a	LTP063	ltpFR	15	2	1	ISLAND	745	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2707393	RECOG_TARGET	n/a	LTP063	ltpFR	15	2	0	ALLEY	15	1	5	1	n/a	n/a	n/a	n/a	n/a
2707967	RECOG_RESP_VV	n/a	LTP063	ltpFR	15	2	0	ALLEY	15	0	n/a	1	n/a	n/a	n/a	n/a	n/a
2709289	RECOG_RESP	n/a	LTP063	ltpFR	15	2	0	ALLEY	15	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2709978	RECOG_CONF	n/a	LTP063	ltpFR	15	2	0	ALLEY	15	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2711400	RECOG_TARGET	n/a	LTP063	ltpFR	15	2	1	CARPENTER	246	1	5	1	n/a	n/a	n/a	n/a	n/a
2712298	RECOG_RESP	n/a	LTP063	ltpFR	15	2	1	CARPENTER	246	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2712961	RECOG_CONF	n/a	LTP063	ltpFR	15	2	1	CARPENTER	246	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2714391	RECOG_TARGET	n/a	LTP063	ltpFR	15	2	1	ORCHESTRA	981	1	5	1	n/a	n/a	n/a	n/a	n/a
2714991	RECOG_RESP	n/a	LTP063	ltpFR	15	2	1	ORCHESTRA	981	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2715595	RECOG_CONF	n/a	LTP063	ltpFR	15	2	1	ORCHESTRA	981	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2717032	RECOG_TARGET	n/a	LTP063	ltpFR	15	2	1	PASTRY	1022	1	5	0	n/a	n/a	n/a	n/a	n/a
2717620	RECOG_RESP	n/a	LTP063	ltpFR	15	2	1	PASTRY	1022	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2718249	RECOG_CONF	n/a	LTP063	ltpFR	15	2	1	PASTRY	1022	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2719688	RECOG_TARGET	n/a	LTP063	ltpFR	15	2	1	BISON	131	0	2	1	n/a	n/a	n/a	n/a	n/a
2720619	RECOG_RESP	n/a	LTP063	ltpFR	15	2	1	BISON	131	0	n/a	1	n/a	n/a	n/a	n/a	n/a
2723298	RECOG_CONF	n/a	LTP063	ltpFR	15	2	1	BISON	131	n/a	2	1	n/a	n/a	n/a	n/a	n/a
2724962	RECOG_TARGET	n/a	LTP063	ltpFR	15	2	0	LIZARD	834	1	5	1	n/a	n/a	n/a	n/a	n/a
2725448	RECOG_RESP	n/a	LTP063	ltpFR	15	2	0	LIZARD	834	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2726031	RECOG_CONF	n/a	LTP063	ltpFR	15	2	0	LIZARD	834	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2727378	RECOG_TARGET	n/a	LTP063	ltpFR	15	2	-1	COFFEE	341	1	5	-1	n/a	n/a	n/a	n/a	n/a
2728062	RECOG_RESP	n/a	LTP063	ltpFR	15	2	-1	COFFEE	341	1	n/a	-1	n/a	n/a	n/a	n/a	n/a
2728675	RECOG_CONF	n/a	LTP063	ltpFR	15	2	-1	COFFEE	341	n/a	5	-1	n/a	n/a	n/a	n/a	n/a
2730144	RECOG_LURE	n/a	LTP063	ltpFR	15	2	n/a	CALF	222	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2730845	RECOG_RESP	n/a	LTP063	ltpFR	15	2	n/a	CALF	222	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2731349	RECOG_CONF	n/a	LTP063	ltpFR	15	2	n/a	CALF	222	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2732868	RECOG_LURE	n/a	LTP063	ltpFR	15	2	n/a	TUBA	1515	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2733664	RECOG_RESP	n/a	LTP063	ltpFR	15	2	n/a	TUBA	1515	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2734163	RECOG_CONF	n/a	LTP063	ltpFR	15	2	n/a	TUBA	1515	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2735733	RECOG_LURE	n/a	LTP063	ltpFR	15	2	n/a	SWIMMER	1420	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2736383	RECOG_RESP	n/a	LTP063	ltpFR	15	2	n/a	SWIMMER	1420	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2736967	RECOG_CONF	n/a	LTP063	ltpFR	15	2	n/a	SWIMMER	1420	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2738499	RECOG_TARGET	n/a	LTP063	ltpFR	15	2	1	COLESLAW	344	1	5	0	n/a	n/a	n/a	n/a	n/a
2739137	RECOG_RESP	n/a	LTP063	ltpFR	15	2	1	COLESLAW	344	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2739770	RECOG_CONF	n/a	LTP063	ltpFR	15	2	1	COLESLAW	344	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2741206	RECOG_TARGET	n/a	LTP063	ltpFR	15	2	0	AUTOMOBILE	62	1	5	1	n/a	n/a	n/a	n/a	n/a
2742085	RECOG_RESP	n/a	LTP063	ltpFR	15	2	0	AUTOMOBILE	62	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2742783	RECOG_CONF	n/a	LTP063	ltpFR	15	2	0	AUTOMOBILE	62	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2744205	RECOG_LURE	n/a	LTP063	ltpFR	15	2	n/a	PLAYGROUND	1087	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2744849	RECOG_RESP	n/a	LTP063	ltpFR	15	2	n/a	PLAYGROUND	1087	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2745367	RECOG_CONF	n/a	LTP063	ltpFR	15	2	n/a	PLAYGROUND	1087	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2746904	RECOG_LURE	n/a	LTP063	ltpFR	15	2	n/a	KLEENEX	782	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2747637	RECOG_RESP	n/a	LTP063	ltpFR	15	2	n/a	KLEENEX	782	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2748241	RECOG_CONF	n/a	LTP063	ltpFR	15	2	n/a	KLEENEX	782	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2749628	RECOG_LURE	n/a	LTP063	ltpFR	15	2	n/a	BENCH	121	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2750551	RECOG_RESP	n/a	LTP063	ltpFR	15	2	n/a	BENCH	121	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2751144	RECOG_CONF	n/a	LTP063	ltpFR	15	2	n/a	BENCH	121	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2752636	RECOG_TARGET	n/a	LTP063	ltpFR	15	2	0	DIRECTOR	471	0	4	1	n/a	n/a	n/a	n/a	n/a
2753230	RECOG_RESP	n/a	LTP063	ltpFR	15	2	0	DIRECTOR	471	0	n/a	1	n/a	n/a	n/a	n/a	n/a
2754856	RECOG_CONF	n/a	LTP063	ltpFR	15	2	0	DIRECTOR	471	n/a	4	1	n/a	n/a	n/a	n/a	n/a
2756468	RECOG_TARGET	n/a	LTP063	ltpFR	15	2	1	THIEF	1456	1	5	1	n/a	n/a	n/a	n/a	n/a
2757156	RECOG_RESP	n/a	LTP063	ltpFR	15	2	1	THIEF	1456	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2757789	RECOG_CONF	n/a	LTP063	ltpFR	15	2	1	THIEF	1456	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2759208	RECOG_LURE	n/a	LTP063	ltpFR	15	2	n/a	BRANCH	168	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2760234	RECOG_RESP	n/a	LTP063	ltpFR	15	2	n/a	BRANCH	168	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2760842	RECOG_CONF	n/a	LTP063	ltpFR	15	2	n/a	BRANCH	168	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2762365	RECOG_TARGET	n/a	LTP063	ltpFR	15	2	-1	TUB	1514	0	4	-1	n/a	n/a	n/a	n/a	n/a
2763980	RECOG_RESP	n/a	LTP063	ltpFR	15	2	-1	TUB	1514	0	n/a	-1	n/a	n/a	n/a	n/a	n/a
2764933	RECOG_CONF	n/a	LTP063	ltpFR	15	2	-1	TUB	1514	n/a	4	-1	n/a	n/a	n/a	n/a	n/a
2768335	REC_START	n/a	LTP063	ltpFR	15	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2768363	RECOG_TARGET	n/a	LTP063	ltpFR	15	3	-1	FLY	586	1	5	-1	n/a	n/a	n/a	n/a	n/a
2769078	RECOG_RESP	n/a	LTP063	ltpFR	15	3	-1	FLY	586	1	n/a	-1	n/a	n/a	n/a	n/a	n/a
2769826	RECOG_CONF	n/a	LTP063	ltpFR	15	3	-1	FLY	586	n/a	5	-1	n/a	n/a	n/a	n/a	n/a
2771287	RECOG_TARGET	n/a	LTP063	ltpFR	15	3	1	HAWK	692	1	5	1	n/a	n/a	n/a	n/a	n/a
2771777	RECOG_RESP	n/a	LTP063	ltpFR	15	3	1	HAWK	692	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2772421	RECOG_CONF	n/a	LTP063	ltpFR	15	3	1	HAWK	692	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2773895	RECOG_LURE	n/a	LTP063	ltpFR	15	3	n/a	HELICOPTER	701	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2774521	RECOG_RESP	n/a	LTP063	ltpFR	15	3	n/a	HELICOPTER	701	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2775124	RECOG_CONF	n/a	LTP063	ltpFR	15	3	n/a	HELICOPTER	701	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2776552	RECOG_TARGET	n/a	LTP063	ltpFR	15	3	0	DRUM	502	1	5	1	n/a	n/a	n/a	n/a	n/a
2777140	RECOG_RESP	n/a	LTP063	ltpFR	15	3	0	DRUM	502	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2777768	RECOG_CONF	n/a	LTP063	ltpFR	15	3	0	DRUM	502	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2779201	RECOG_TARGET	n/a	LTP063	ltpFR	15	3	0	CAPITAL	238	1	5	1	n/a	n/a	n/a	n/a	n/a
2779844	RECOG_RESP	n/a	LTP063	ltpFR	15	3	0	CAPITAL	238	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2780402	RECOG_CONF	n/a	LTP063	ltpFR	15	3	0	CAPITAL	238	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2781875	RECOG_TARGET	n/a	LTP063	ltpFR	15	3	0	ROAD	1196	1	5	1	n/a	n/a	n/a	n/a	n/a
2782577	RECOG_RESP	n/a	LTP063	ltpFR	15	3	0	ROAD	1196	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2783206	RECOG_CONF	n/a	LTP063	ltpFR	15	3	0	ROAD	1196	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2784649	RECOG_TARGET	n/a	LTP063	ltpFR	15	3	-1	COOKIE	374	1	5	-1	n/a	n/a	n/a	n/a	n/a
2785291	RECOG_RESP	n/a	LTP063	ltpFR	15	3	-1	COOKIE	374	1	n/a	-1	n/a	n/a	n/a	n/a	n/a
2785870	RECOG_CONF	n/a	LTP063	ltpFR	15	3	-1	COOKIE	374	n/a	5	-1	n/a	n/a	n/a	n/a	n/a
2787307	RECOG_TARGET	n/a	LTP063	ltpFR	15	3	0	ROBIN	1199	1	5	0	n/a	n/a	n/a	n/a	n/a
2788095	RECOG_RESP	n/a	LTP063	ltpFR	15	3	0	ROBIN	1199	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2788763	RECOG_CONF	n/a	LTP063	ltpFR	15	3	0	ROBIN	1199	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2790147	RECOG_TARGET	n/a	LTP063	ltpFR	15	3	0	BIKE	125	1	5	1	n/a	n/a	n/a	n/a	n/a
2790679	RECOG_RESP	n/a	LTP063	ltpFR	15	3	0	BIKE	125	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2791328	RECOG_CONF	n/a	LTP063	ltpFR	15	3	0	BIKE	125	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2792780	RECOG_LURE	n/a	LTP063	ltpFR	15	3	n/a	BOXER	160	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2793413	RECOG_RESP	n/a	LTP063	ltpFR	15	3	n/a	BOXER	160	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2793922	RECOG_CONF	n/a	LTP063	ltpFR	15	3	n/a	BOXER	160	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
