metric,role,model,coef_per_sd,odds_ratio,se,ci_low,ci_high,p_approx,verdict,remembered_mean,forgotten_mean
centered_true_word_percentile,PRIMARY,"logistic GLMM (BinomialBayesMixedGLM, VB; 1|subject + 1|word)",0.007412757577278132,1.0074403000779608,0.04027925521611892,0.9309640818365836,1.0901988358336343,0.8539866825161495,no significant effect (inconclusive),0.5228631151457238,0.5156033219345384
centered_true_word_percentile,PRIMARY,logistic + subject FE + cluster-robust SE (by subject),0.007585433060363613,1.0076142753386554,0.0591941753893822,0.8972389909509508,1.1315675512386936,0.8980342854934599,no significant effect (inconclusive),0.5228631151457238,0.5156033219345384
centered_cosine,SECONDARY,"logistic GLMM (BinomialBayesMixedGLM, VB; 1|subject + 1|word)",-0.006117998702547136,0.993900678143797,0.04025222579828963,0.9185009304958627,1.0754899915903235,0.879193590300988,no significant effect (inconclusive),0.0050330806062542045,0.004009372532161057
centered_cosine,SECONDARY,logistic + subject FE + cluster-robust SE (by subject),-0.005772514915583075,0.9942441140362986,0.05671421125932045,0.8896471759296322,1.111138645792782,0.9189293065697763,no significant effect (inconclusive),0.0050330806062542045,0.004009372532161057
true_word_percentile,SECONDARY,"logistic GLMM (BinomialBayesMixedGLM, VB; 1|subject + 1|word)",0.010027995915507749,1.0100784447591322,0.04033660701412495,0.9332970438499707,1.0931765736215444,0.8036641592949889,no significant effect (inconclusive),0.4987601528905877,0.49510625305324857
true_word_percentile,SECONDARY,logistic + subject FE + cluster-robust SE (by subject),0.010048219289845131,1.0100988721601856,0.020537913522497654,0.970246271531699,1.0515884074757245,0.6246631604375029,no significant effect (inconclusive),0.4987601528905877,0.49510625305324857
raw_cosine,ARTIFACT/sanity,"logistic GLMM (BinomialBayesMixedGLM, VB; 1|subject + 1|word)",0.00197389460469466,1.0019758440170838,0.04042568099625424,0.9256487461144224,1.0845967179321876,0.9610565759281193,no significant effect (inconclusive),0.8467708418997211,0.8466492575177476
raw_cosine,ARTIFACT/sanity,logistic + subject FE + cluster-robust SE (by subject),0.0022679409377956354,1.0022705146611608,0.0343363549745687,0.9370392785242458,1.0720427708657203,0.9473374455697979,no significant effect (inconclusive),0.8467708418997211,0.8466492575177476
