subject,session,trial,serialpos,word,recalled,raw_cosine,centered_cosine,true_word_rank,true_word_percentile,top1_correct,top5_correct,top10_correct,centered_true_word_rank,centered_true_word_percentile,centered_top1_correct,centered_top5_correct,centered_top10_correct
LTP269,20,1,1,SWIMMER,1,0.7836882217812594,-0.13111987547453197,537,0.0678260869565217,0,0,0,468,0.1878260869565217,0,0,0
LTP269,20,1,2,WHISTLE,1,0.8793658635825613,0.1075548697602992,72,0.8765217391304347,0,0,0,127,0.7808695652173914,0,0,0
LTP269,20,1,3,SCULPTURE,1,0.8582540588786255,0.11071070162820387,228,0.6052173913043478,0,0,0,100,0.8278260869565217,0,0,0
LTP269,20,1,4,EXPERT,1,0.8333282367347273,0.11231522111468764,399,0.3078260869565217,0,0,0,94,0.8382608695652174,0,0,0
LTP269,20,1,5,SCISSORS,1,0.8142378938152307,-0.07199052138953077,474,0.17739130434782613,0,0,0,386,0.33043478260869563,0,0,0
LTP269,20,1,6,CASHIER,1,0.8713489693335307,0.09283431946961161,134,0.768695652173913,0,0,0,125,0.7843478260869565,0,0,0
LTP269,20,1,7,ACTRESS,1,0.8901493807019968,0.1988606776879442,19,0.9686956521739131,0,0,0,31,0.9478260869565217,0,0,0
LTP269,20,1,8,RECEIPT,1,0.8528924300097619,0.21084693104596994,259,0.551304347826087,0,0,0,47,0.92,0,0,0
LTP269,20,1,9,ARMY,0,0.8713128865481528,0.14327506855502922,123,0.7878260869565217,0,0,0,81,0.8608695652173913,0,0,0
LTP269,20,1,10,MARINE,0,0.8559163717289526,0.015896012387310764,242,0.5808695652173913,0,0,0,253,0.5617391304347826,0,0,0
LTP269,20,1,11,RACKET,0,0.8809194083709573,0.006146177026679741,57,0.9026086956521739,0,0,0,268,0.5356521739130435,0,0,0
LTP269,20,1,12,PECAN,0,0.8052669205837555,-0.12506730010509162,493,0.1443478260869565,0,0,0,480,0.16695652173913045,0,0,0
LTP269,20,1,13,CASHEW,0,0.8888931682639781,0.09854779435771686,27,0.9547826086956521,0,0,0,122,0.7895652173913044,0,0,0
LTP269,20,1,14,SKETCH,0,0.864962473695942,0.11598383534391489,184,0.6817391304347826,0,0,0,109,0.8121739130434783,0,0,0
LTP269,20,1,15,MATCH,0,0.8413301119512199,-0.03480562123395953,344,0.4034782608695652,0,0,0,346,0.4,0,0,0
LTP269,20,1,16,ZIPPER,0,0.777765655526121,-0.04919434227702563,552,0.04173913043478261,0,0,0,358,0.37913043478260866,0,0,0
LTP269,20,1,17,AUTHOR,0,0.8591672354855268,0.12697611966149733,230,0.6017391304347826,0,0,0,71,0.8782608695652174,0,0,0
LTP269,20,1,18,POSTAGE,0,0.8725177045427165,0.14054457009288124,142,0.7547826086956522,0,0,0,101,0.8260869565217391,0,0,0
LTP269,20,1,19,BLENDER,0,0.8976282609285494,0.09457032946292608,10,0.9843478260869565,0,0,1,152,0.7373913043478261,0,0,0
LTP269,20,1,20,BELLY,0,0.8640004868469524,-0.09136900226676732,196,0.6608695652173913,0,0,0,427,0.25913043478260867,0,0,0
LTP269,20,1,21,PLAID,0,0.7945453939292375,-0.09734395450338335,524,0.09043478260869564,0,0,0,434,0.2469565217391304,0,0,0
LTP269,20,1,22,MONEY,0,0.829810976137875,0.14365955171640218,413,0.2834782608695652,0,0,0,89,0.8469565217391304,0,0,0
LTP269,20,1,23,POISON,1,0.8241515459063967,-0.03797698784543367,437,0.24173913043478257,0,0,0,322,0.44173913043478263,0,0,0
LTP269,20,1,24,DRUG,0,0.854610960823707,-0.09326243143620885,262,0.5460869565217391,0,0,0,458,0.2052173913043478,0,0,0
LTP269,20,2,1,PUPIL,0,0.8519091696667382,0.18517525576336905,284,0.5078260869565218,0,0,0,32,0.9460869565217391,0,0,0
LTP269,20,2,2,CREVICE,0,0.8647855222575772,-0.22366948439451578,180,0.688695652173913,0,0,0,566,0.017391304347826098,0,0,0
LTP269,20,2,3,TYPIST,0,0.8935440395307328,0.15008265553902034,2,0.9982608695652174,0,1,1,55,0.9060869565217391,0,0,0
LTP269,20,2,4,PEACH,0,0.8442196095487753,0.11048354311612056,338,0.41391304347826086,0,0,0,104,0.8208695652173913,0,0,0
LTP269,20,2,5,NOTEBOOK,0,0.7937874450772322,0.042956503633223855,538,0.06608695652173913,0,0,0,189,0.6730434782608696,0,0,0
LTP269,20,2,6,FEMALE,0,0.7947129014434217,-0.03826033800229246,531,0.07826086956521738,0,0,0,326,0.4347826086956522,0,0,0
LTP269,20,2,7,FOOT,0,0.7943475151007023,0.14043453799900488,533,0.07478260869565212,0,0,0,69,0.8817391304347826,0,0,0
LTP269,20,2,8,STUDENT,0,0.8370243300625413,0.11933177305868026,374,0.351304347826087,0,0,0,88,0.8486956521739131,0,0,0
LTP269,20,2,9,PASTA,0,0.8625497896067844,0.05633088134373874,195,0.662608695652174,0,0,0,184,0.6817391304347826,0,0,0
LTP269,20,2,10,PICTURE,0,0.8329060314333113,0.1784940871307991,405,0.2973913043478261,0,0,0,33,0.9443478260869566,0,0,0
LTP269,20,2,11,PLATE,0,0.7916289972610675,0.06477431402732452,541,0.060869565217391286,0,0,0,166,0.7130434782608696,0,0,0
LTP269,20,2,12,ATOM,0,0.77413620249716,-0.02090199150450017,566,0.017391304347826098,0,0,0,302,0.47652173913043483,0,0,0
LTP269,20,2,13,PROTON,1,0.8246632323466414,0.009340822864337515,455,0.21043478260869564,0,0,0,236,0.5913043478260869,0,0,0
LTP269,20,2,14,RUG,1,0.8271122745125519,-0.06988427334424507,449,0.22086956521739132,0,0,0,408,0.2921739130434783,0,0,0
LTP269,20,2,15,TEACHER,0,0.858464881987048,0.2787306083747902,214,0.6295652173913043,0,0,0,8,0.9878260869565217,0,0,1
LTP269,20,2,16,HAWK,0,0.7887539772780621,-0.2219459077347732,546,0.05217391304347829,0,0,0,555,0.03652173913043477,0,0,0
LTP269,20,2,17,TRIBE,0,0.8620301858179786,-0.003118392523574042,204,0.6469565217391304,0,0,0,282,0.511304347826087,0,0,0
LTP269,20,2,18,FOOTBALL,0,0.8409637983532885,0.031134325906666795,362,0.37217391304347824,0,0,0,219,0.6208695652173912,0,0,0
LTP269,20,2,19,WOMAN,0,0.8511693006432111,0.08448375218818313,287,0.5026086956521739,0,0,0,133,0.7704347826086957,0,0,0
LTP269,20,2,20,CRATER,0,0.8683628752094327,-0.00909158089608239,151,0.7391304347826086,0,0,0,286,0.5043478260869565,0,0,0
LTP269,20,2,21,TUTU,0,0.8026956050547869,0.0853924923495762,523,0.09217391304347822,0,0,0,129,0.7773913043478261,0,0,0
LTP269,20,2,22,DRESS,0,0.8619573477740176,-0.11850324141926175,183,0.6834782608695652,0,0,0,484,0.16000000000000003,0,0,0
LTP269,20,2,23,SHELTER,1,0.8241900036474112,-0.10864148868605122,449,0.22086956521739132,0,0,0,483,0.1617391304347826,0,0,0
LTP269,20,2,24,KEEPER,0,0.8249782984174262,-0.003967088203245129,454,0.2121739130434782,0,0,0,295,0.4886956521739131,0,0,0
