metric,role,model,coef_per_sd,odds_ratio,se,ci_low,ci_high,p_approx,direction,remembered_mean,forgotten_mean
raw_cosine,MAIN,logistic GLMM (BinomialBayesMixedGLM VB; +C(session); 1|subject+1|word),-0.014535921950112845,0.9855692145283351,0.01179434182188531,0.9630472221160373,1.0086179102326118,0.21778149625331622,no different,0.8450113537676897,0.8455344639857151
raw_cosine,MAIN,logistic + C(session)+C(subject) FE + cluster-robust SE (by subject),-0.00987613232439936,0.9901724765163838,0.012302418456287361,0.966582688493714,1.0143379815527958,0.4221020526336655,no different,0.8450113537676897,0.8455344639857151
centered_cosine,SUPPLEMENTARY,logistic GLMM (BinomialBayesMixedGLM VB; +C(session); 1|subject+1|word),0.014362236228471771,1.0144658686800994,0.011624421964897725,0.991613731770266,1.0378446422677179,0.21663606500013932,no different,0.005777834193814076,0.005048553116622651
centered_cosine,SUPPLEMENTARY,logistic + C(session)+C(subject) FE + cluster-robust SE (by subject),0.015105134454114042,1.015219793583979,0.013094303218878202,0.9894963246891473,1.0416119833577804,0.24867841166513627,no different,0.005777834193814076,0.005048553116622651
true_word_percentile,SUPPLEMENTARY,logistic GLMM (BinomialBayesMixedGLM VB; +C(session); 1|subject+1|word),0.008519465589289895,1.0085558595151025,0.011619322055191532,0.9858467073956199,1.0317881209436868,0.4634270787487935,no different,0.4981106348234333,0.4968949363090852
true_word_percentile,SUPPLEMENTARY,logistic + C(session)+C(subject) FE + cluster-robust SE (by subject),0.0062678947441601246,1.006287579101425,0.011159754846170575,0.9845163015571661,1.0285402996905164,0.5743533811992306,no different,0.4981106348234333,0.4968949363090852
centered_true_word_percentile,SUPPLEMENTARY,logistic GLMM (BinomialBayesMixedGLM VB; +C(session); 1|subject+1|word),0.015552530010514097,1.0156741000281622,0.011620028256461312,0.9928032958230791,1.039071769612508,0.18075811073883896,no different,0.5197670953255766,0.517027143208057
centered_true_word_percentile,SUPPLEMENTARY,logistic + C(session)+C(subject) FE + cluster-robust SE (by subject),0.016348071438780542,1.016482432340641,0.013671512352148994,0.9896067862233117,1.0440879646756878,0.23178383884825948,no different,0.5197670953255766,0.517027143208057
