metric,role,model,coef_per_sd,odds_ratio,se,ci_low,ci_high,p_approx,direction,remembered_mean,forgotten_mean
raw_cosine,MAIN,logistic GLMM (BinomialBayesMixedGLM VB; +C(session); 1|subject+1|word),-0.021054168459010047,0.9791659232237124,0.017163057807370735,0.9467750422840996,1.0126649545910267,0.21992999075598707,no different,0.8433661920885649,0.843665514508436
raw_cosine,MAIN,logistic + C(session)+C(subject) FE + cluster-robust SE (by subject),-0.021569265734655813,0.978661687400653,0.016465269495867667,0.9475831383236524,1.010759541458576,0.19020071127615445,no different,0.8433661920885649,0.843665514508436
centered_cosine,SUPPLEMENTARY,logistic GLMM (BinomialBayesMixedGLM VB; +C(session); 1|subject+1|word),0.005562173217492436,1.0055776708230755,0.016855275897985154,0.9728998146218971,1.039353114124031,0.7414030028045668,no different,0.005488264295367624,0.0050708853731404055
centered_cosine,SUPPLEMENTARY,logistic + C(session)+C(subject) FE + cluster-robust SE (by subject),0.004580499750916962,1.004591006275487,0.016822036694523302,0.9720091253778408,1.038265036346543,0.7853977933205173,no different,0.005488264295367624,0.0050708853731404055
true_word_percentile,SUPPLEMENTARY,logistic GLMM (BinomialBayesMixedGLM VB; +C(session); 1|subject+1|word),-0.011814440904649365,0.9882550755668934,0.016849749331686027,0.9561505018626137,1.0214376214635486,0.48320055263777784,no different,0.49647433998431645,0.4991518343998848
true_word_percentile,SUPPLEMENTARY,logistic + C(session)+C(subject) FE + cluster-robust SE (by subject),-0.012854555134608786,0.9872277117804336,0.013911430016606113,0.9606737123661034,1.0145156907716169,0.355471577667515,no different,0.49647433998431645,0.4991518343998848
centered_true_word_percentile,SUPPLEMENTARY,logistic GLMM (BinomialBayesMixedGLM VB; +C(session); 1|subject+1|word),0.01168288388195076,1.0117513953135953,0.016842359747861767,0.9788976951737496,1.045707729179315,0.4878949865953146,no different,0.520014812233162,0.5168229798967057
centered_true_word_percentile,SUPPLEMENTARY,logistic + C(session)+C(subject) FE + cluster-robust SE (by subject),0.010813556782743563,1.0108722346024712,0.018642352267068573,0.9746032808257812,1.0484909037289198,0.5618787172755132,no different,0.520014812233162,0.5168229798967057
