onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
736.84	n/a	WORD	368420	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	MAMMAL	861	n/a	n/a	0	0	0
739.342	n/a	WORD	369671	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	CABBAGE	210	n/a	n/a	0	0	0
741.812	n/a	WORD	370906	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	SNAIL	1332	n/a	n/a	0	0	0
744.464	n/a	WORD	372232	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	DRAWING	494	n/a	n/a	0	0	0
747.216	n/a	WORD	373608	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	BOYFRIEND	162	n/a	n/a	0	0	0
749.718	n/a	WORD	374859	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	STATUE	1374	n/a	n/a	0	0	0
751.336	n/a	START	375668	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	n/a	n/a	n/a	n/a
752.396	n/a	DISTRACTOR	376198	n/a	LTP293	ltpFR2	5	3	n/a	n/a	n/a	n/a	0	0	0
752.42	n/a	PROB	376210	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	14	6	3	5
754.254	n/a	PROB	377127	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	20	4	9	7
755.44	n/a	PROB	377720	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	22	9	4	9
756.69	n/a	PROB	378345	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	16	4	3	9
757.658	n/a	PROB	378829	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	13	4	3	6
759.11	n/a	PROB	379555	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	22	6	9	7
760.46	n/a	PROB	380230	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	17	5	6	6
761.662	n/a	PROB	380831	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	21	8	6	7
764.148	n/a	PROB	382074	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	14	8	1	5
765.364	n/a	PROB	382682	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	18	2	9	7
766.666	n/a	PROB	383333	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	16	3	7	6
767.7	n/a	PROB	383850	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	8	4	1	2
768.85	n/a	PROB	384425	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	24	9	7	8
771.336	n/a	PROB	385668	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	13	8	1	4
772.588	n/a	PROB	386294	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	21	6	7	8
