subject,session,trial,serialpos,word,recalled,raw_cosine,centered_cosine,true_word_rank,true_word_percentile,top1_correct,top5_correct,top10_correct,centered_true_word_rank,centered_true_word_percentile,centered_top1_correct,centered_top5_correct,centered_top10_correct
LTP293,5,1,1,AUTHOR,1,0.8652750112257778,0.19426622266546087,185,0.6799999999999999,0,0,0,15,0.9756521739130435,0,0,0
LTP293,5,1,2,JOURNAL,1,0.8388046043252276,0.0669644113621439,361,0.3739130434782608,0,0,0,148,0.7443478260869565,0,0,0
LTP293,5,1,3,VIKING,1,0.793366588961728,-0.20686455382230584,520,0.09739130434782606,0,0,0,567,0.01565217391304352,0,0,0
LTP293,5,1,4,CRAB,1,0.85617545840907,-0.14582654012846627,235,0.5930434782608696,0,0,0,517,0.1026086956521739,0,0,0
LTP293,5,1,5,YACHT,0,0.8793937820517705,0.04865331090794525,73,0.8747826086956522,0,0,0,173,0.7008695652173913,0,0,0
LTP293,5,1,6,CASKET,1,0.8862367150692737,-0.009159636002708107,26,0.9565217391304348,0,0,0,289,0.49913043478260866,0,0,0
LTP293,5,1,7,PARTNER,0,0.8498839691513964,0.12193523384607877,299,0.48173913043478256,0,0,0,83,0.8573913043478261,0,0,0
LTP293,5,1,8,SHELTER,1,0.8385009432496723,0.09502969960005488,389,0.3252173913043478,0,0,0,88,0.8486956521739131,0,0,0
LTP293,5,1,9,KEEPER,0,0.8154843520992084,-0.03584224450235233,464,0.19478260869565223,0,0,0,377,0.34608695652173915,0,0,0
LTP293,5,1,10,RAFT,1,0.8467218411187966,-0.028555524322779104,232,0.5982608695652174,0,0,0,355,0.3843478260869565,0,0,0
LTP293,5,1,11,SCALPEL,0,0.8830313783255481,0.09616390962254279,40,0.9321739130434783,0,0,0,107,0.8156521739130435,0,0,0
LTP293,5,1,12,SERVER,0,0.8204024992091955,0.07709035532470414,466,0.19130434782608696,0,0,0,135,0.7669565217391304,0,0,0
LTP293,5,1,13,EMPIRE,1,0.8333446762686971,0.01161053470623269,413,0.2834782608695652,0,0,0,241,0.5826086956521739,0,0,0
LTP293,5,1,14,PADDLE,1,0.8717775216749111,0.02473423828088308,120,0.7930434782608695,0,0,0,221,0.6173913043478261,0,0,0
LTP293,5,1,15,FUNGUS,0,0.857748930446633,-0.07566021514498769,240,0.5843478260869566,0,0,0,446,0.22608695652173916,0,0,0
LTP293,5,1,16,TOASTER,1,0.8388652163249397,-0.04091127155472765,393,0.3182608695652174,0,0,0,393,0.3182608695652174,0,0,0
LTP293,5,1,17,SUITCASE,1,0.8504388167748779,0.07381360933189669,293,0.49217391304347824,0,0,0,138,0.7617391304347826,0,0,0
LTP293,5,1,18,CHEST,0,0.8182608568764987,0.04624669849702333,474,0.17739130434782613,0,0,0,194,0.6643478260869565,0,0,0
LTP293,5,1,19,PALACE,1,0.8616175180338947,0.051908860648720134,207,0.6417391304347826,0,0,0,180,0.688695652173913,0,0,0
LTP293,5,1,20,PATIENT,0,0.8556905611150013,0.10875982052411945,262,0.5460869565217391,0,0,0,79,0.8643478260869565,0,0,0
LTP293,5,1,21,GROUND,1,0.8203514804885268,-0.007613955143361151,468,0.1878260869565217,0,0,0,296,0.4869565217391304,0,0,0
LTP293,5,1,22,COFFEE,1,0.8648903231966061,-0.03903698826937597,178,0.6921739130434783,0,0,0,370,0.3582608695652174,0,0,0
