trial_row_index,word,peers_row_index,matched,embedding_l2_norm
0,AUTHOR,14,True,2429.25341796875
1,JOURNAL,257,True,2364.880615234375
2,VIKING,551,True,2123.949462890625
3,CRAB,123,True,2186.25341796875
4,YACHT,571,True,2141.71337890625
5,CASKET,78,True,2153.250244140625
6,PARTNER,355,True,2278.56982421875
7,SHELTER,452,True,2078.357666015625
8,KEEPER,262,True,2139.084716796875
9,RAFT,413,True,2020.802001953125
10,SCALPEL,438,True,1908.07763671875
11,SERVER,449,True,2136.355224609375
12,EMPIRE,166,True,2186.6142578125
13,PADDLE,347,True,1986.2452392578125
14,FUNGUS,198,True,2158.63720703125
15,TOASTER,520,True,2048.766357421875
16,SUITCASE,498,True,1907.631591796875
17,CHEST,87,True,2348.13671875
18,PALACE,349,True,2257.141845703125
19,PATIENT,359,True,2159.2060546875
20,GROUND,219,True,2272.999267578125
21,COFFEE,103,True,2264.26123046875
22,CASHIER,77,True,2195.30419921875
23,FLAG,177,True,2375.420166015625
24,AIRPLANE,3,True,2049.420654296875
25,LUMBER,294,True,1991.405029296875
26,AIRPORT,4,True,2470.0458984375
27,OFFICE,333,True,2206.049072265625
28,NIGHTGOWN,328,True,2099.75341796875
29,POSTAGE,396,True,2025.603271484375
30,COWBOY,122,True,2084.426025390625
31,DORM,151,True,2192.24853515625
32,TWISTER,540,True,2115.9248046875
33,JUGGLER,259,True,2191.60205078125
34,BASEMENT,27,True,2100.2900390625
35,PLUTO,387,True,1943.0069580078125
36,HEDGE,231,True,2135.272216796875
37,TWIG,539,True,2006.2918701171875
38,BROOK,55,True,2175.75537109375
39,KIDNEY,264,True,2005.4317626953125
40,PLAID,381,True,2223.8818359375
41,TABLE,509,True,2143.565673828125
42,COUCH,117,True,2342.706298828125
43,STAKE,485,True,2160.653076171875
44,DAUGHTER,142,True,2218.12939453125
45,HUSBAND,244,True,2174.532470703125
46,WIDOW,561,True,2268.732421875
47,TYPIST,541,True,2158.7080078125
48,FIDDLE,172,True,2155.1181640625
49,BATHTUB,28,True,2133.707763671875
50,TROUT,530,True,2173.74609375
51,CURTAIN,135,True,2092.01025390625
52,TORTOISE,522,True,2137.429931640625
53,STOMACH,492,True,2091.281005859375
54,CRICKET,129,True,2132.49609375
55,SLUG,470,True,2165.040283203125
56,PILOT,376,True,2265.235107421875
57,SMOG,471,True,2099.83984375
58,CLOUD,98,True,2193.97998046875
59,BOUQUET,45,True,2107.839599609375
60,POPCORN,392,True,2019.436767578125
61,CRITIC,130,True,2102.7666015625
62,MILDEW,313,True,2027.9486083984375
63,SHORTCAKE,455,True,1885.3546142578125
64,LIVER,287,True,2284.3544921875
65,SLIME,468,True,2168.412109375
66,MAMMAL,299,True,2279.0068359375
67,CABBAGE,66,True,2159.10888671875
68,SNAIL,473,True,2193.84375
69,DRAWING,154,True,2098.862548828125
70,BOYFRIEND,47,True,2074.873779296875
71,STATUE,490,True,2041.7664794921875
72,TREAT,526,True,2322.770751953125
73,CHILD,88,True,2287.80712890625
74,BANK,22,True,2284.755859375
75,CHAUFFEUR,85,True,2258.59423828125
76,LILY,284,True,2252.6123046875
77,FRAGRANCE,190,True,2031.4088134765625
78,WHISTLE,560,True,2084.89453125
79,FLASK,179,True,2047.5311279296875
80,SCOTCH,442,True,1971.280517578125
81,BUCKET,58,True,2215.346923828125
82,GRAVE,214,True,2349.014404296875
83,MARKET,303,True,2253.052734375
84,TART,511,True,2081.770263671875
85,HAWK,228,True,2218.455322265625
86,ROBIN,424,True,2077.824462890625
87,GRILL,217,True,2197.587890625
88,HORNET,239,True,1961.71875
89,PORK,393,True,1920.182861328125
90,PORTRAIT,394,True,2052.27001953125
91,RIVER,422,True,2319.514404296875
92,PERMIT,370,True,2345.2978515625
93,STICKER,491,True,2106.39892578125
94,PANTHER,350,True,2063.16162109375
95,MONSTER,318,True,2311.9013671875
96,FRUIT,197,True,2242.13037109375
97,SUNSET,501,True,2239.706787109375
98,SPARROW,478,True,2169.516845703125
99,BEEF,32,True,2309.108642578125
100,SUNRISE,500,True,2142.44287109375
101,DIVER,147,True,2399.101318359375
102,RADISH,412,True,2221.1572265625
103,SALAD,432,True,2188.03466796875
104,PLATE,383,True,2200.24609375
105,SWORD,508,True,2320.9033203125
106,HUMAN,243,True,2346.6083984375
107,BLENDER,39,True,2084.64990234375
108,TAXI,512,True,2166.38525390625
109,GALLON,199,True,2018.09716796875
110,SLIDE,467,True,2338.60888671875
111,FLESH,181,True,2153.181396484375
112,DUST,161,True,2281.001953125
113,PIANO,371,True,2190.0703125
114,MOTOR,321,True,2387.320068359375
115,INFANT,249,True,2199.6591796875
116,FOOT,185,True,2371.87353515625
117,GANGSTER,200,True,2147.4033203125
118,REPORT,420,True,2379.413818359375
119,BRIEFCASE,54,True,2002.39501953125
120,NOMAD,329,True,1991.080322265625
121,ACTOR,0,True,2337.7880859375
122,ACTRESS,1,True,1939.72705078125
123,PARSLEY,354,True,2012.28759765625
124,MARKER,302,True,2049.9228515625
125,FRECKLE,193,True,1946.967041015625
126,CONCERT,109,True,2456.974365234375
127,GIRL,208,True,2165.50634765625
128,INMATE,250,True,1922.1785888671875
129,BACON,18,True,2454.370849609375
130,SURVEY,503,True,2190.474365234375
131,ISLAND,251,True,2573.35986328125
132,CONTRACT,110,True,2362.1953125
133,BEAKER,29,True,2055.74169921875
134,BACKBONE,17,True,2077.54248046875
135,CELLAR,82,True,2155.318603515625
136,TILE,519,True,1935.7318115234375
137,SALMON,433,True,2296.122802734375
138,FLIPPER,182,True,2317.82861328125
139,PLAYGROUND,384,True,2052.991455078125
140,CHEMIST,86,True,2152.447265625
141,CABIN,67,True,2133.6357421875
142,OUTLAW,341,True,1892.100830078125
143,SCISSORS,441,True,2233.493896484375
144,COIN,104,True,2175.759521484375
145,COUNTRY,118,True,2265.623046875
146,THREAD,517,True,2054.050048828125
147,ASIA,11,True,2312.27001953125
148,TRIBE,528,True,2232.765625
149,LAGOON,273,True,2114.88818359375
150,STONE,493,True,2366.747802734375
151,PEACH,361,True,2050.108154296875
152,HAMPER,223,True,2088.714599609375
153,SCARF,440,True,2046.7628173828125
154,CRAYON,125,True,2058.16455078125
155,RIFLE,421,True,2132.399169921875
