mstime	trial_type	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
0	SESS_START	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	n/a	n/a	0	0	0
10145	START	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
10176	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	-1	10	4	1	5
12962	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	-1	19	3	9	7
14664	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	-1	9	5	2	2
16048	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	-1	23	9	6	8
18033	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	-1	19	3	7	9
19568	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	-1	16	2	7	7
20647	STOP	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
39451	DISTRACTOR	n/a	LTP303	ltpFR2	22	1	n/a	n/a	n/a	n/a	0	0	0
39451	START	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
39485	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	6	3	1	2
40536	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	8	1	5	2
41537	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	17	8	7	2
42622	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	10	1	4	5
43623	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	16	4	3	9
44906	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	10	1	8	1
46257	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	16	8	6	3
47676	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	11	4	6	1
48577	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	15	8	3	4
49927	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	15	6	3	6
51479	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	9	5	1	3
52581	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	13	3	4	6
53814	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	18	4	9	5
55082	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	13	2	9	2
56366	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	9	2	2	5
57534	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	16	6	3	7
58602	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	14	4	3	7
60103	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	16	1	7	8
61287	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	18	8	5	5
62336	STOP	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
64390	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	PADDING	999	n/a	n/a	0	0	0
67109	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	CELLAR	267	n/a	n/a	0	0	0
69629	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	HORNET	718	n/a	n/a	0	0	0
72414	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	WASP	1593	n/a	n/a	0	0	0
75133	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	PLAYGROUND	1087	n/a	n/a	0	0	0
77702	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	SIDEWALK	1303	n/a	n/a	0	0	0
80304	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	SEAGULL	1261	n/a	n/a	0	0	0
83056	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	TABLE	1426	n/a	n/a	0	0	0
85525	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	SPONGE	1355	n/a	n/a	0	0	0
88044	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	COSTUME	383	n/a	n/a	0	0	0
90781	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	POWDER	1117	n/a	n/a	0	0	0
93550	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	TUTU	1524	n/a	n/a	0	0	0
96168	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	GARBAGE	622	n/a	n/a	0	0	0
98737	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	PIANO	1057	n/a	n/a	0	0	0
101557	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	BATHTUB	100	n/a	n/a	0	0	0
104258	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	CRAYON	401	n/a	n/a	0	0	0
107027	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	SLOPE	1328	n/a	n/a	0	0	0
109647	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	LAVA	804	n/a	n/a	0	0	0
112332	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	QUARTER	1148	n/a	n/a	0	0	0
114951	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	TUBA	1515	n/a	n/a	0	0	0
117486	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	HOOK	715	n/a	n/a	0	0	0
119972	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	BOYFRIEND	162	n/a	n/a	0	0	0
122742	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	HATCHET	691	n/a	n/a	0	0	0
125527	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	22	1	KNIFE	785	n/a	n/a	0	0	0
127145	START	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	n/a	n/a	n/a	n/a
128034	DISTRACTOR	n/a	LTP303	ltpFR2	22	1	n/a	n/a	n/a	n/a	0	0	0
128046	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	20	6	6	8
129463	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	20	6	9	5
130965	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	18	9	3	6
132216	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	6	3	1	2
133133	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	11	6	4	1
133917	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	17	5	6	6
135185	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	18	6	8	4
136621	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	12	4	6	2
137722	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	10	1	4	5
138672	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	13	2	9	2
140807	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	21	9	3	9
142124	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	18	8	3	7
143526	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	12	4	6	2
144493	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	19	9	5	5
145844	PROB	n/a	LTP303	ltpFR2	22	n/a	n/a	n/a	2	12	1	3	8
