onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
226.0	n/a	SESS_START	113000	n/a	LTP269	ltpFR2	12	n/a	n/a	n/a	n/a	n/a	0	0	0
243.298	n/a	START	121649	n/a	LTP269	ltpFR2	12	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
243.312	n/a	PROB	121656	n/a	LTP269	ltpFR2	12	n/a	n/a	n/a	-1	14	9	2	3
245.38	n/a	PROB	122690	n/a	LTP269	ltpFR2	12	n/a	n/a	n/a	-1	10	8	1	1
246.65	n/a	PROB	123325	n/a	LTP269	ltpFR2	12	n/a	n/a	n/a	-1	8	3	3	2
247.9	n/a	PROB	123950	n/a	LTP269	ltpFR2	12	n/a	n/a	n/a	-1	24	6	7	9
252.188	n/a	PROB	126094	n/a	LTP269	ltpFR2	12	n/a	n/a	n/a	-1	10	2	6	2
254.62	n/a	STOP	127310	n/a	LTP269	ltpFR2	12	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
288.232	n/a	WORD	144116	wordpools/wasnorm_wordpool_576.txt	LTP269	ltpFR2	12	1	JELLY	755	n/a	n/a	0	0	0
290.8	n/a	WORD	145400	wordpools/wasnorm_wordpool_576.txt	LTP269	ltpFR2	12	1	SHORTCAKE	1292	n/a	n/a	0	0	0
293.23	n/a	WORD	146615	wordpools/wasnorm_wordpool_576.txt	LTP269	ltpFR2	12	1	TROMBONE	1508	n/a	n/a	0	0	0
295.782	n/a	WORD	147891	wordpools/wasnorm_wordpool_576.txt	LTP269	ltpFR2	12	1	GUITAR	670	n/a	n/a	0	0	0
298.2	n/a	WORD	149100	wordpools/wasnorm_wordpool_576.txt	LTP269	ltpFR2	12	1	FARMER	553	n/a	n/a	0	0	0
300.834	n/a	WORD	150417	wordpools/wasnorm_wordpool_576.txt	LTP269	ltpFR2	12	1	PICNIC	1060	n/a	n/a	0	0	0
303.442	n/a	WORD	151721	wordpools/wasnorm_wordpool_576.txt	LTP269	ltpFR2	12	1	MAILMAN	858	n/a	n/a	0	0	0
