onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
216.284	n/a	SESS_START	108142	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	n/a	n/a	0	0	0
229.398	n/a	START	114699	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
229.43	n/a	PROB	114715	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	-1	12	3	6	3
232.2	n/a	PROB	116100	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	-1	10	1	7	2
234.168	n/a	PROB	117084	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	-1	11	2	8	1
235.502	n/a	PROB	117751	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	-1	14	4	9	1
237.188	n/a	PROB	118594	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	-1	8	3	3	2
241.398	n/a	STOP	120699	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
270.43	n/a	DISTRACTOR	135215	n/a	LTP299	ltpFR2	6	1	n/a	n/a	n/a	n/a	0	0	0
270.432	n/a	START	135216	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
270.464	n/a	PROB	135232	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	1	14	6	5	3
272.416	n/a	PROB	136208	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	1	6	1	1	4
273.886	n/a	PROB	136943	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	1	17	1	9	7
275.652	n/a	PROB	137826	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	1	14	8	5	1
277.57	n/a	PROB	138785	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	1	12	2	8	2
279.09	n/a	PROB	139545	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	1	12	3	3	6
280.59	n/a	PROB	140295	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	1	5	2	2	1
281.608	n/a	PROB	140804	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	1	18	9	3	6
283.926	n/a	PROB	141963	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	1	21	4	9	8
286.494	n/a	PROB	143247	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	1	21	9	3	9
288.914	n/a	PROB	144457	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	1	9	6	1	2
290.714	n/a	PROB	145357	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	1	16	9	3	4
294.43	n/a	STOP	147215	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
295.536	n/a	WORD	147768	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	DIME	466	n/a	n/a	0	0	0
298.156	n/a	WORD	149078	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	SCISSORS	1250	n/a	n/a	0	0	0
300.94	n/a	WORD	150470	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	MISSILE	900	n/a	n/a	0	0	0
303.642	n/a	WORD	151821	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	LETTUCE	814	n/a	n/a	0	0	0
306.478	n/a	WORD	153239	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	NAPKIN	937	n/a	n/a	0	0	0
309.032	n/a	WORD	154516	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	LAMP	798	n/a	n/a	0	0	0
311.716	n/a	WORD	155858	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	BRANDY	169	n/a	n/a	0	0	0
314.352	n/a	WORD	157176	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	GIRL	637	n/a	n/a	0	0	0
316.854	n/a	WORD	158427	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	PARTNER	1017	n/a	n/a	0	0	0
319.306	n/a	WORD	159653	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	BANQUET	86	n/a	n/a	0	0	0
321.876	n/a	WORD	160938	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	WAITER	1580	n/a	n/a	0	0	0
324.326	n/a	WORD	162163	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	PERCH	1048	n/a	n/a	0	0	0
327.048	n/a	WORD	163524	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	ROBIN	1199	n/a	n/a	0	0	0
329.598	n/a	WORD	164799	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	PEDAL	1037	n/a	n/a	0	0	0
332.3	n/a	WORD	166150	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	TRANSPLANT	1496	n/a	n/a	0	0	0
335.052	n/a	WORD	167526	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	CAPTIVE	240	n/a	n/a	0	0	0
337.788	n/a	WORD	168894	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	STREAM	1392	n/a	n/a	0	0	0
340.34	n/a	WORD	170170	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	COCKTAIL	338	n/a	n/a	0	0	0
343.144	n/a	WORD	171572	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	LUMBER	848	n/a	n/a	0	0	0
345.762	n/a	WORD	172881	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	BULLET	194	n/a	n/a	0	0	0
348.414	n/a	WORD	174207	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	INMATE	738	n/a	n/a	0	0	0
350.934	n/a	WORD	175467	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	TOASTER	1472	n/a	n/a	0	0	0
353.584	n/a	WORD	176792	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	MARSH	874	n/a	n/a	0	0	0
356.072	n/a	WORD	178036	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	6	1	VICTIM	1562	n/a	n/a	0	0	0
357.688	n/a	START	178844	n/a	LTP299	ltpFR2	6	n/a	n/a	n/a	2	n/a	n/a	n/a	n/a
