onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_resp	recog_conf	resp	color_r	color_g	color_b	case	font
2361.806	n/a	REC_WORD	1180903	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	13	-1	JEWEL	757	n/a	n/a	-1	n/a	n/a	n/a	n/a	n/a
2362.634	n/a	REC_WORD	1181317	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	13	-1	CRYSTAL	418	n/a	n/a	-1	n/a	n/a	n/a	n/a	n/a
2364.106	n/a	REC_WORD	1182053	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	13	-1	TAXI	1438	n/a	n/a	-1	n/a	n/a	n/a	n/a	n/a
2366.92	n/a	REC_WORD	1183460	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	13	-1	TROMBONE	1508	n/a	n/a	-1	n/a	n/a	n/a	n/a	n/a
2368.034	n/a	REC_WORD	1184017	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	13	-1	BUGLE	189	n/a	n/a	-1	n/a	n/a	n/a	n/a	n/a
2439.5	n/a	WORD	1219750	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	CHAPEL	280	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2443.592	n/a	WORD	1221796	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	FATHER	554	n/a	n/a	1	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2447.608	n/a	WORD	1223804	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	AMBULANCE	19	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2451.464	n/a	WORD	1225732	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	PAW	1029	n/a	n/a	1	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2455.454	n/a	WORD	1227727	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	FLEA	577	n/a	n/a	1	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2459.27	n/a	WORD	1229635	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	WALRUS	1585	n/a	n/a	1	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2463.194	n/a	WORD	1231597	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	FOOTBALL	591	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2467.26	n/a	WORD	1233630	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	BARRACUDA	90	n/a	n/a	1	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2471.1	n/a	WORD	1235550	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	OX	994	n/a	n/a	1	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2475.108	n/a	WORD	1237554	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	TRIANGLE	1504	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2479.188	n/a	WORD	1239594	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	GROCERY	664	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2483.022	n/a	WORD	1241511	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	SERVER	1272	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2486.97	n/a	WORD	1243485	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	PLAQUE	1084	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2490.944	n/a	WORD	1245472	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	TEAM	1441	n/a	n/a	1	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2494.784	n/a	WORD	1247392	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	COCOON	339	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2498.95	n/a	WORD	1249475	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	INSECT	740	n/a	n/a	1	0.422607421875	0.5869140625	0	lower	zerothre.ttf
2504.608	n/a	REC_START	1252304	n/a	LTP063	ltpFR	15	14	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2505.126	n/a	REC_WORD	1252563	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	COCOON	339	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
2506.398	n/a	REC_WORD	1253199	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	INSECT	740	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2507.446	n/a	REC_WORD	1253723	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	TEAM	1441	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2508.688	n/a	REC_WORD	1254344	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	GROCERY	664	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
2509.9	n/a	REC_WORD	1254950	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	TRIANGLE	1504	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
2510.9	n/a	REC_WORD_VV	1255450	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	n/a	<>	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2516.69	n/a	REC_WORD	1258345	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	FATHER	554	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2518.012	n/a	REC_WORD	1259006	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	CHAPEL	280	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
2520.786	n/a	REC_WORD	1260393	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	PAW	1029	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2521.984	n/a	REC_WORD	1260992	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	WALRUS	1585	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2539.694	n/a	REC_WORD	1269847	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	AMBULANCE	19	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
2544.458	n/a	REC_WORD	1272229	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	n/a	CASKET	255	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2556.442	n/a	REC_WORD	1278221	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	14	1	INSECT	740	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2583.058	n/a	WORD	1291529	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	TUXEDO	1525	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2587.182	n/a	WORD	1293591	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	COOKIE	374	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2591.214	n/a	WORD	1295607	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	FUDGE	611	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2595.314	n/a	WORD	1297657	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	COPIER	377	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2599.146	n/a	WORD	1299573	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	MONKEY	911	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2603.128	n/a	WORD	1301564	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	UNIVERSITY	1541	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2607.192	n/a	WORD	1303596	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	GHOST	634	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2611.266	n/a	WORD	1305633	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	RUST	1219	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2615.266	n/a	WORD	1307633	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	WATER	1594	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2619.38	n/a	WORD	1309690	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	LOBSTER	837	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2623.212	n/a	WORD	1311606	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	SNAIL	1332	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2627.286	n/a	WORD	1313643	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	FACTORY	548	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2631.144	n/a	WORD	1315572	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	RING	1193	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2634.992	n/a	WORD	1317496	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	PEARL	1034	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2639.082	n/a	WORD	1319541	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	BANANA	77	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2642.898	n/a	WORD	1321449	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	DIPLOMA	470	n/a	n/a	-1	1.0	1.0	1	upper	Verdana.ttf
2648.646	n/a	REC_START	1324323	n/a	LTP063	ltpFR	15	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2649.738	n/a	REC_WORD	1324869	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	BANANA	77	n/a	n/a	-1	n/a	n/a	n/a	n/a	n/a
2650.996	n/a	REC_WORD	1325498	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	MONKEY	911	n/a	n/a	-1	n/a	n/a	n/a	n/a	n/a
2651.8	n/a	REC_WORD	1325900	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	FUDGE	611	n/a	n/a	-1	n/a	n/a	n/a	n/a	n/a
2653.062	n/a	REC_WORD	1326531	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	0	CHOCOLATE	306	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
2654.874	n/a	REC_WORD	1327437	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	COOKIE	374	n/a	n/a	-1	n/a	n/a	n/a	n/a	n/a
2659.024	n/a	REC_WORD	1329512	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	-1	TUXEDO	1525	n/a	n/a	-1	n/a	n/a	n/a	n/a	n/a
2684.496	n/a	REC_WORD	1342248	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	15	0	DESSERT	453	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
2727.156	n/a	WORD	1363578	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SCISSORS	1250	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2731.156	n/a	WORD	1365578	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SWAMP	1416	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2735.17	n/a	WORD	1367585	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	TACK	1428	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2739.202	n/a	WORD	1369601	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	COMEDIAN	352	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2743.226	n/a	WORD	1371613	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	CAPITAL	238	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2747.05	n/a	WORD	1373525	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	MEADOW	881	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2751.216	n/a	WORD	1375608	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	POISON	1096	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2755.098	n/a	WORD	1377549	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	DIRT	472	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2759.162	n/a	WORD	1379581	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	MARSH	874	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2763.104	n/a	WORD	1381552	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	TIMBER	1469	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2766.994	n/a	WORD	1383497	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	TWIG	1527	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2770.96	n/a	WORD	1385480	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SUPPER	1411	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2775.092	n/a	WORD	1387546	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SHOWER	1296	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2778.982	n/a	WORD	1389491	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	PUMP	1141	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2783.148	n/a	WORD	1391574	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SNACK	1331	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2787.338	n/a	WORD	1393669	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	LIZARD	834	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
2792.97	n/a	REC_START	1396485	n/a	LTP063	ltpFR	15	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2794.986	n/a	REC_WORD	1397493	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SUPPER	1411	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2795.788	n/a	REC_WORD	1397894	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SHOWER	1296	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2796.742	n/a	REC_WORD	1398371	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	PUMP	1141	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2797.79	n/a	REC_WORD	1398895	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	LIZARD	834	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2833.5	n/a	REC_WORD	1416750	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	MARSH	874	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2834.448	n/a	REC_WORD	1417224	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	MEADOW	881	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2835.372	n/a	REC_WORD	1417686	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	SWAMP	1416	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2836.778	n/a	REC_WORD	1418389	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	DIRT	472	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
2843.544	n/a	REC_WORD	1421772	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	n/a	LAGOON	795	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2847.414	n/a	REC_WORD	1423707	wordpools/wasnorm_wordpool.txt	LTP063	ltpFR	15	16	0	CAPITAL	238	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
2887.134	n/a	REC_START	1443567	n/a	LTP063	ltpFR	15	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2887.166	n/a	RECOG_TARGET	1443583	n/a	LTP063	ltpFR	15	1	1	STICKER	1382	1	5	0	n/a	n/a	n/a	n/a	n/a
2887.972	n/a	RECOG_RESP	1443986	n/a	LTP063	ltpFR	15	1	1	STICKER	1382	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2888.694	n/a	RECOG_CONF	1444347	n/a	LTP063	ltpFR	15	1	1	STICKER	1382	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2890.132	n/a	RECOG_LURE	1445066	n/a	LTP063	ltpFR	15	1	n/a	CLIPPERS	324	1	5	n/a	n/a	n/a	n/a	n/a	n/a
2890.676	n/a	RECOG_RESP	1445338	n/a	LTP063	ltpFR	15	1	n/a	CLIPPERS	324	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2891.278	n/a	RECOG_CONF	1445639	n/a	LTP063	ltpFR	15	1	n/a	CLIPPERS	324	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a
2892.722	n/a	RECOG_TARGET	1446361	n/a	LTP063	ltpFR	15	1	1	CHAPEL	280	1	5	0	n/a	n/a	n/a	n/a	n/a
2893.2	n/a	RECOG_RESP	1446600	n/a	LTP063	ltpFR	15	1	1	CHAPEL	280	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2893.834	n/a	RECOG_CONF	1446917	n/a	LTP063	ltpFR	15	1	1	CHAPEL	280	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2895.28	n/a	RECOG_TARGET	1447640	n/a	LTP063	ltpFR	15	1	-1	MONASTERY	907	1	5	-1	n/a	n/a	n/a	n/a	n/a
2895.858	n/a	RECOG_RESP	1447929	n/a	LTP063	ltpFR	15	1	-1	MONASTERY	907	1	n/a	-1	n/a	n/a	n/a	n/a	n/a
2896.468	n/a	RECOG_CONF	1448234	n/a	LTP063	ltpFR	15	1	-1	MONASTERY	907	n/a	5	-1	n/a	n/a	n/a	n/a	n/a
2897.93	n/a	RECOG_LURE	1448965	n/a	LTP063	ltpFR	15	1	n/a	TEA	1439	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2898.908	n/a	RECOG_RESP	1449454	n/a	LTP063	ltpFR	15	1	n/a	TEA	1439	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2899.472	n/a	RECOG_CONF	1449736	n/a	LTP063	ltpFR	15	1	n/a	TEA	1439	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2900.912	n/a	RECOG_LURE	1450456	n/a	LTP063	ltpFR	15	1	n/a	DILL	465	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2901.356	n/a	RECOG_RESP_VV	1450678	n/a	LTP063	ltpFR	15	1	n/a	DILL	465	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2901.99	n/a	RECOG_RESP	1450995	n/a	LTP063	ltpFR	15	1	n/a	DILL	465	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2902.584	n/a	RECOG_CONF	1451292	n/a	LTP063	ltpFR	15	1	n/a	DILL	465	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2904.044	n/a	RECOG_LURE	1452022	n/a	LTP063	ltpFR	15	1	n/a	JET	756	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2904.59	n/a	RECOG_RESP	1452295	n/a	LTP063	ltpFR	15	1	n/a	JET	756	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2905.118	n/a	RECOG_CONF	1452559	n/a	LTP063	ltpFR	15	1	n/a	JET	756	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2906.594	n/a	RECOG_LURE	1453297	n/a	LTP063	ltpFR	15	1	n/a	COAL	332	1	5	n/a	n/a	n/a	n/a	n/a	n/a
2907.414	n/a	RECOG_RESP	1453707	n/a	LTP063	ltpFR	15	1	n/a	COAL	332	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2909.18	n/a	RECOG_CONF	1454590	n/a	LTP063	ltpFR	15	1	n/a	COAL	332	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a
2910.734	n/a	RECOG_LURE	1455367	n/a	LTP063	ltpFR	15	1	n/a	SCALLOP	1242	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2911.548	n/a	RECOG_RESP	1455774	n/a	LTP063	ltpFR	15	1	n/a	SCALLOP	1242	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2912.072	n/a	RECOG_CONF	1456036	n/a	LTP063	ltpFR	15	1	n/a	SCALLOP	1242	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2913.592	n/a	RECOG_TARGET	1456796	n/a	LTP063	ltpFR	15	1	1	SPIDER	1351	1	5	1	n/a	n/a	n/a	n/a	n/a
2914.168	n/a	RECOG_RESP	1457084	n/a	LTP063	ltpFR	15	1	1	SPIDER	1351	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2914.756	n/a	RECOG_CONF	1457378	n/a	LTP063	ltpFR	15	1	1	SPIDER	1351	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2916.158	n/a	RECOG_LURE	1458079	n/a	LTP063	ltpFR	15	1	n/a	COUSIN	392	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2916.778	n/a	RECOG_RESP	1458389	n/a	LTP063	ltpFR	15	1	n/a	COUSIN	392	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2917.312	n/a	RECOG_CONF	1458656	n/a	LTP063	ltpFR	15	1	n/a	COUSIN	392	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2918.708	n/a	RECOG_TARGET	1459354	n/a	LTP063	ltpFR	15	1	0	DISC	473	1	5	0	n/a	n/a	n/a	n/a	n/a
2919.338	n/a	RECOG_RESP	1459669	n/a	LTP063	ltpFR	15	1	0	DISC	473	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2919.896	n/a	RECOG_CONF	1459948	n/a	LTP063	ltpFR	15	1	0	DISC	473	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2921.298	n/a	RECOG_LURE	1460649	n/a	LTP063	ltpFR	15	1	n/a	BED	110	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2922.186	n/a	RECOG_RESP	1461093	n/a	LTP063	ltpFR	15	1	n/a	BED	110	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2922.89	n/a	RECOG_CONF	1461445	n/a	LTP063	ltpFR	15	1	n/a	BED	110	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2924.272	n/a	RECOG_TARGET	1462136	n/a	LTP063	ltpFR	15	1	0	SEA	1259	1	5	1	n/a	n/a	n/a	n/a	n/a
2924.944	n/a	RECOG_RESP	1462472	n/a	LTP063	ltpFR	15	1	0	SEA	1259	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2925.484	n/a	RECOG_CONF	1462742	n/a	LTP063	ltpFR	15	1	0	SEA	1259	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2926.846	n/a	RECOG_LURE	1463423	n/a	LTP063	ltpFR	15	1	n/a	PELT	1040	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2927.962	n/a	RECOG_RESP	1463981	n/a	LTP063	ltpFR	15	1	n/a	PELT	1040	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2928.486	n/a	RECOG_CONF	1464243	n/a	LTP063	ltpFR	15	1	n/a	PELT	1040	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2930.028	n/a	RECOG_TARGET	1465014	n/a	LTP063	ltpFR	15	1	0	BEETLE	116	1	5	0	n/a	n/a	n/a	n/a	n/a
2930.702	n/a	RECOG_RESP	1465351	n/a	LTP063	ltpFR	15	1	0	BEETLE	116	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2931.26	n/a	RECOG_CONF	1465630	n/a	LTP063	ltpFR	15	1	0	BEETLE	116	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2932.678	n/a	RECOG_LURE	1466339	n/a	LTP063	ltpFR	15	1	n/a	SOCK	1339	0	4	n/a	n/a	n/a	n/a	n/a	n/a
2933.326	n/a	RECOG_RESP	1466663	n/a	LTP063	ltpFR	15	1	n/a	SOCK	1339	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2933.794	n/a	RECOG_CONF	1466897	n/a	LTP063	ltpFR	15	1	n/a	SOCK	1339	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
2935.268	n/a	RECOG_TARGET	1467634	n/a	LTP063	ltpFR	15	1	1	FOOTBALL	591	1	5	0	n/a	n/a	n/a	n/a	n/a
2935.916	n/a	RECOG_RESP	1467958	n/a	LTP063	ltpFR	15	1	1	FOOTBALL	591	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2936.49	n/a	RECOG_CONF	1468245	n/a	LTP063	ltpFR	15	1	1	FOOTBALL	591	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2937.902	n/a	RECOG_TARGET	1468951	n/a	LTP063	ltpFR	15	1	1	QUARTER	1148	1	5	0	n/a	n/a	n/a	n/a	n/a
2938.53	n/a	RECOG_RESP	1469265	n/a	LTP063	ltpFR	15	1	1	QUARTER	1148	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2939.124	n/a	RECOG_CONF	1469562	n/a	LTP063	ltpFR	15	1	1	QUARTER	1148	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2940.534	n/a	RECOG_TARGET	1470267	n/a	LTP063	ltpFR	15	1	0	MINK	897	1	5	1	n/a	n/a	n/a	n/a	n/a
2941.098	n/a	RECOG_RESP	1470549	n/a	LTP063	ltpFR	15	1	0	MINK	897	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2941.698	n/a	RECOG_CONF	1470849	n/a	LTP063	ltpFR	15	1	0	MINK	897	n/a	5	1	n/a	n/a	n/a	n/a	n/a
2944.98	n/a	REC_START	1472490	n/a	LTP063	ltpFR	15	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2945.016	n/a	RECOG_TARGET	1472508	n/a	LTP063	ltpFR	15	2	1	ISLAND	745	1	5	0	n/a	n/a	n/a	n/a	n/a
2945.722	n/a	RECOG_RESP	1472861	n/a	LTP063	ltpFR	15	2	1	ISLAND	745	1	n/a	0	n/a	n/a	n/a	n/a	n/a
2946.302	n/a	RECOG_CONF	1473151	n/a	LTP063	ltpFR	15	2	1	ISLAND	745	n/a	5	0	n/a	n/a	n/a	n/a	n/a
2947.648	n/a	RECOG_TARGET	1473824	n/a	LTP063	ltpFR	15	2	0	ALLEY	15	1	5	1	n/a	n/a	n/a	n/a	n/a
2948.222	n/a	RECOG_RESP_VV	1474111	n/a	LTP063	ltpFR	15	2	0	ALLEY	15	0	n/a	1	n/a	n/a	n/a	n/a	n/a
2949.544	n/a	RECOG_RESP	1474772	n/a	LTP063	ltpFR	15	2	0	ALLEY	15	1	n/a	1	n/a	n/a	n/a	n/a	n/a
2950.232	n/a	RECOG_CONF	1475116	n/a	LTP063	ltpFR	15	2	0	ALLEY	15	n/a	5	1	n/a	n/a	n/a	n/a	n/a
