subject,session,trial,serialpos,word,item_num,onset,sample,recalled,eeg_file,event_file,start_sample,stop_sample,n_timepoints,extracted,drop_reason
LTP302,17,1,1,APRON,35,257.598,128799,1,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,128949,129199,250,True,
LTP302,17,1,2,FOOT,590,260.108,130054,1,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,130204,130454,250,True,
LTP302,17,1,3,OYSTER,995,262.594,131297,1,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,131447,131697,250,True,
LTP302,17,1,4,TORTOISE,1486,265.272,132636,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,132786,133036,250,True,
LTP302,17,1,5,PISTOL,1075,267.74,133870,1,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,134020,134270,250,True,
LTP302,17,1,6,STAPLE,1371,270.258,135129,1,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,135279,135529,250,True,
LTP302,17,1,7,CYCLONE,431,272.82,136410,1,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,136560,136810,250,True,
LTP302,17,1,8,HEDGE,699,275.596,137798,1,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,137948,138198,250,True,
LTP302,17,1,9,PUDDLE,1140,278.282,139141,1,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,139291,139541,250,True,
LTP302,17,1,10,NEUTRON,947,280.7,140350,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,140500,140750,250,True,
LTP302,17,1,11,ATOM,55,283.4,141700,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,141850,142100,250,True,
LTP302,17,1,12,PANTHER,1009,286.152,143076,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,143226,143476,250,True,
LTP302,17,1,13,BIKE,125,288.604,144302,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,144452,144702,250,True,
LTP302,17,1,14,SWAMP,1416,291.352,145676,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,145826,146076,250,True,
LTP302,17,1,15,STAR,1373,294.036,147018,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,147168,147418,250,True,
LTP302,17,1,16,SOFTBALL,1343,296.606,148303,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,148453,148703,250,True,
LTP302,17,1,17,DOUGHNUT,490,299.214,149607,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,149757,150007,250,True,
LTP302,17,1,18,LILY,821,301.794,150897,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,151047,151297,250,True,
LTP302,17,1,19,HEART,697,304.43,152215,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,152365,152615,250,True,
LTP302,17,1,20,TEMPLE,1448,306.866,153433,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,153583,153833,250,True,
LTP302,17,1,21,FARMER,553,309.422,154711,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,154861,155111,250,True,
LTP302,17,1,22,GLASS,639,311.92,155960,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,156110,156360,250,True,
LTP302,17,1,23,CATCHER,258,314.472,157236,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,157386,157636,250,True,
LTP302,17,1,24,BODY,145,317.224,158612,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,158762,159012,250,True,
LTP302,17,2,1,IDOL,733,460.122,230061,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,230211,230461,250,True,
LTP302,17,2,2,POPCORN,1104,462.558,231279,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,231429,231679,250,True,
LTP302,17,2,3,PARTNER,1017,465.244,232622,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,232772,233022,250,True,
LTP302,17,2,4,BLOUSE,139,467.762,233881,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,234031,234281,250,True,
LTP302,17,2,5,DRESS,495,470.398,235199,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,235349,235599,250,True,
LTP302,17,2,6,GRILL,661,472.982,236491,1,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,236641,236891,250,True,
LTP302,17,2,7,GREASE,660,475.468,237734,1,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,237884,238134,250,True,
LTP302,17,2,8,JAPAN,749,477.952,238976,1,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,239126,239376,250,True,
LTP302,17,2,9,ASIA,46,480.554,240277,1,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,240427,240677,250,True,
LTP302,17,2,10,POSTAGE,1113,483.298,241649,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,241799,242049,250,True,
LTP302,17,2,11,MARKER,870,486.0,243000,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,243150,243400,250,True,
LTP302,17,2,12,PRINCESS,1125,488.512,244256,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,244406,244656,250,True,
LTP302,17,2,13,COURSE,390,491.122,245561,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,245711,245961,250,True,
LTP302,17,2,14,JELLO,754,493.684,246842,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,246992,247242,250,True,
LTP302,17,2,15,SPARROW,1347,496.434,248217,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,248367,248617,250,True,
LTP302,17,2,16,CRITIC,410,499.012,249506,0,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_eeg.edf,data/ds004395/sub-LTP302/ses-17/eeg/sub-LTP302_ses-17_task-ltpFR2_events.tsv,249656,249906,250,True,
