subject,session,trial,serialpos,word,recalled,raw_cosine,centered_cosine,true_word_rank,true_word_percentile,top1_correct,top5_correct,top10_correct,centered_true_word_rank,centered_true_word_percentile,centered_top1_correct,centered_top5_correct,centered_top10_correct
LTP269,12,1,1,JELLY,1,0.8508274801710035,-0.06845656688126975,260,0.5495652173913044,0,0,0,420,0.2713043478260869,0,0,0
LTP269,12,1,2,SHORTCAKE,1,0.8613092161340847,0.1047648509022659,204,0.6469565217391304,0,0,0,81,0.8608695652173913,0,0,0
LTP269,12,1,3,TROMBONE,0,0.8663121469272941,-0.13238299980401427,149,0.7426086956521739,0,0,0,485,0.15826086956521734,0,0,0
LTP269,12,1,4,GUITAR,0,0.7632674171990171,-0.007996053402232584,571,0.008695652173912993,0,0,0,301,0.4782608695652174,0,0,0
LTP269,12,1,5,FARMER,1,0.8030356722471607,-0.0941519757831718,505,0.12347826086956526,0,0,0,465,0.19304347826086954,0,0,0
LTP269,12,1,6,PICNIC,1,0.8330256101812044,0.07185325287413748,414,0.2817391304347826,0,0,0,161,0.7217391304347827,0,0,0
LTP269,12,1,7,MAILMAN,1,0.8757208621425352,-0.04732847718738963,82,0.8591304347826088,0,0,0,367,0.36347826086956525,0,0,0
LTP269,12,1,8,PLUTO,1,0.8549006121177759,-0.04170239493514752,242,0.5808695652173913,0,0,0,369,0.36,0,0,0
LTP269,12,1,9,SOFTBALL,1,0.871437064981429,0.10928995042048863,118,0.7965217391304348,0,0,0,78,0.8660869565217392,0,0,0
LTP269,12,1,10,UMPIRE,1,0.8469130205344824,-0.13805805770392165,308,0.46608695652173915,0,0,0,499,0.13391304347826083,0,0,0
LTP269,12,1,11,SUMMIT,0,0.8409945066369153,-0.013439448506261617,358,0.37913043478260866,0,0,0,306,0.4695652173913043,0,0,0
LTP269,12,1,12,SURVEY,0,0.8362385932304169,0.11050342465885202,386,0.33043478260869563,0,0,0,101,0.8260869565217391,0,0,0
LTP269,12,1,13,LADDER,1,0.8171815541810159,-0.14614516905780842,474,0.17739130434782613,0,0,0,537,0.0678260869565217,0,0,0
LTP269,12,1,14,PORTRAIT,1,0.8806932586869077,0.10676286896505256,69,0.8817391304347826,0,0,0,84,0.8556521739130435,0,0,0
LTP269,12,1,15,SKETCH,1,0.8655881514244436,0.09053896465241319,183,0.6834782608695652,0,0,0,108,0.8139130434782609,0,0,0
LTP269,12,1,16,GIFT,0,0.8402569224668368,-0.033601945570591485,368,0.36173913043478256,0,0,0,354,0.3860869565217391,0,0,0
LTP269,12,1,17,RATTLE,0,0.8715227724225358,-0.0037754212188148037,138,0.7617391304347826,0,0,0,281,0.5130434782608695,0,0,0
LTP269,12,1,18,TUTU,1,0.7967794591846179,0.009831642288582822,515,0.10608695652173916,0,0,0,260,0.5495652173913044,0,0,0
LTP269,12,1,19,KEEPER,1,0.8175211479311781,-0.03954939426549927,470,0.18434782608695655,0,0,0,360,0.3756521739130435,0,0,0
LTP269,12,1,20,SHRUB,0,0.8414773526782686,-0.1755963494455627,355,0.3843478260869565,0,0,0,558,0.03130434782608693,0,0,0
LTP269,12,1,21,COFFEE,0,0.8649889107525476,-0.049383864191631384,186,0.6782608695652175,0,0,0,419,0.2730434782608696,0,0,0
LTP269,12,1,22,POISON,0,0.8232880204478837,-0.09095526906153913,459,0.20347826086956522,0,0,0,493,0.1443478260869565,0,0,0
LTP269,12,1,23,ZIPPER,0,0.7797272152700526,-0.05572694995943436,553,0.040000000000000036,0,0,0,396,0.31304347826086953,0,0,0
LTP269,12,1,24,BANQUET,0,0.8855399012931822,0.05781730585156646,43,0.9269565217391305,0,0,0,188,0.6747826086956521,0,0,0
LTP269,12,2,1,CABIN,0,0.8380784818081284,-0.029877665899218545,398,0.3095652173913044,0,0,0,365,0.3669565217391304,0,0,0
LTP269,12,2,2,QUAIL,0,0.8711490564140443,0.052571111251837985,158,0.7269565217391305,0,0,0,193,0.6660869565217391,0,0,0
LTP269,12,2,3,ARM,1,0.8103657558439403,-0.22752666557522716,494,0.14260869565217393,0,0,0,561,0.02608695652173909,0,0,0
LTP269,12,2,4,HOOD,1,0.8668764809999324,-0.07993433615641127,193,0.6660869565217391,0,0,0,447,0.22434782608695647,0,0,0
LTP269,12,2,5,SHIRT,0,0.8624894723369004,0.0891299812231779,229,0.6034782608695652,0,0,0,125,0.7843478260869565,0,0,0
LTP269,12,2,6,FLESH,1,0.8424320547599884,0.0365562593704716,369,0.36,0,0,0,210,0.6365217391304347,0,0,0
LTP269,12,2,7,ANKLE,1,0.8657810410624884,0.07622626801364753,201,0.6521739130434783,0,0,0,139,0.76,0,0,0
LTP269,12,2,8,CHEST,1,0.8184937858907896,0.009228773099633856,473,0.1791304347826087,0,0,0,291,0.4956521739130435,0,0,0
LTP269,12,2,9,FOREHEAD,0,0.826790857068381,0.09332917140079815,453,0.2139130434782609,0,0,0,108,0.8139130434782609,0,0,0
LTP269,12,2,10,TYPIST,0,0.8915556153758156,0.09169504253364824,24,0.96,0,0,0,132,0.7721739130434783,0,0,0
LTP269,12,2,11,REBEL,1,0.843272629958295,0.134072938270039,347,0.39826086956521745,0,0,0,80,0.8626086956521739,0,0,0
LTP269,12,2,12,COWBOY,1,0.8590092249819838,0.10973997461941681,238,0.5878260869565217,0,0,0,104,0.8208695652173913,0,0,0
LTP269,12,2,13,PIGEON,1,0.8869664222968765,-0.13218515603209174,33,0.9443478260869566,0,0,0,470,0.18434782608695655,0,0,0
LTP269,12,2,14,PLIERS,1,0.8644138701237697,0.020308449360632558,191,0.6695652173913044,0,0,0,260,0.5495652173913044,0,0,0
LTP269,12,2,15,TEMPLE,0,0.8734407911834478,-0.11344878115638056,129,0.7773913043478261,0,0,0,452,0.21565217391304348,0,0,0
LTP269,12,2,16,MOP,0,0.7903623957720699,-0.05758505258663842,537,0.0678260869565217,0,0,0,401,0.30434782608695654,0,0,0
LTP269,12,2,17,MARKET,0,0.8453278945063415,-0.22417884150626968,349,0.3947826086956522,0,0,0,561,0.02608695652173909,0,0,0
LTP269,12,2,18,BEAKER,0,0.8552168108301398,0.006831368793811902,280,0.5147826086956522,0,0,0,279,0.5165217391304349,0,0,0
LTP269,12,2,19,NIGHTGOWN,0,0.8325687217310385,-0.04767090952771906,430,0.2539130434782608,0,0,0,401,0.30434782608695654,0,0,0
LTP269,12,2,20,SCRIBBLE,0,0.8369948613061339,0.2326515038880848,413,0.2834782608695652,0,0,0,11,0.9826086956521739,0,0,0
LTP269,12,2,21,VALVE,0,0.8684857903993367,-0.05223033696468284,180,0.688695652173913,0,0,0,402,0.30260869565217396,0,0,0
LTP269,12,2,22,DASHBOARD,0,0.8859760119480505,0.14579110675258913,40,0.9321739130434783,0,0,0,79,0.8643478260869565,0,0,0
LTP269,12,2,23,SCALPEL,1,0.8877839605463284,0.1755232020322454,38,0.9356521739130435,0,0,0,30,0.9495652173913044,0,0,0
LTP269,12,2,24,CRICKET,0,0.8733537181001694,0.04224738782980817,128,0.7791304347826087,0,0,0,216,0.6260869565217391,0,0,0
LTP269,12,3,1,GYMNAST,1,0.8674747581838417,0.01783823969616425,173,0.7008695652173913,0,0,0,270,0.5321739130434783,0,0,0
LTP269,12,3,2,FOOTBALL,1,0.841873317694313,0.04208736688697063,381,0.33913043478260874,0,0,0,192,0.6678260869565218,0,0,0
LTP269,12,3,3,RIFLE,1,0.8643743524568486,0.15264048599194804,195,0.662608695652174,0,0,0,77,0.8678260869565217,0,0,0
LTP269,12,3,4,PEBBLE,1,0.8341915535681506,0.2175957884948925,435,0.24521739130434783,0,0,0,17,0.9721739130434782,0,0,0
LTP269,12,3,5,VIKING,1,0.8069534810288407,-0.09504304709538276,500,0.13217391304347825,0,0,0,440,0.23652173913043473,0,0,0
LTP269,12,3,6,BUBBLE,1,0.868090045143222,0.11182609919773544,89,0.8469565217391304,0,0,0,125,0.7843478260869565,0,0,0
LTP269,12,3,7,BATHTUB,1,0.8529346024231869,0.15727319534603268,228,0.6052173913043478,0,0,0,56,0.9043478260869565,0,0,0
LTP269,12,3,8,GROUND,0,0.8136977683494451,-0.05544499153105828,484,0.16000000000000003,0,0,0,381,0.33913043478260874,0,0,0
LTP269,12,3,9,CONTRACT,0,0.7999455382953525,-0.14498088154168928,526,0.08695652173913049,0,0,0,517,0.1026086956521739,0,0,0
LTP269,12,3,10,DRINK,0,0.8088978322992011,-0.13305189249624844,507,0.12,0,0,0,510,0.11478260869565216,0,0,0
LTP269,12,3,11,BRANDY,0,0.8745086442010266,0.05027625517731709,108,0.8139130434782609,0,0,0,206,0.6434782608695653,0,0,0
LTP269,12,3,12,STONE,0,0.8420734202811153,-0.03613099845344473,382,0.33739130434782605,0,0,0,338,0.41391304347826086,0,0,0
LTP269,12,3,13,FLUTE,0,0.8274718416647598,0.01929720578547439,450,0.21913043478260874,0,0,0,223,0.6139130434782609,0,0,0
