trial_row_index,word,peers_row_index,matched,embedding_l2_norm
0,JELLY,256,True,2151.575927734375
1,SHORTCAKE,455,True,1885.3546142578125
2,TROMBONE,529,True,2078.178466796875
3,GUITAR,221,True,2372.351806640625
4,FARMER,170,True,2047.8074951171875
5,PICNIC,372,True,2063.334716796875
6,MAILMAN,298,True,2130.803955078125
7,PLUTO,387,True,1943.0069580078125
8,SOFTBALL,476,True,2061.21240234375
9,UMPIRE,543,True,2135.808837890625
10,SUMMIT,499,True,2210.209716796875
11,SURVEY,503,True,2190.474365234375
12,LADDER,271,True,2182.34033203125
13,PORTRAIT,394,True,2052.27001953125
14,SKETCH,464,True,2135.302734375
15,GIFT,207,True,2305.064453125
16,RATTLE,414,True,1976.6138916015625
17,TUTU,537,True,2186.107666015625
18,KEEPER,262,True,2139.084716796875
19,SHRUB,459,True,2170.83154296875
20,COFFEE,103,True,2264.26123046875
21,POISON,390,True,2148.69189453125
22,ZIPPER,575,True,2337.90380859375
23,BANQUET,24,True,2069.476806640625
24,CABIN,67,True,2133.6357421875
25,QUAIL,407,True,2086.94580078125
26,ARM,9,True,2154.9228515625
27,HOOD,237,True,2093.870361328125
28,SHIRT,454,True,2151.149658203125
29,FLESH,181,True,2153.181396484375
30,ANKLE,5,True,2046.757568359375
31,CHEST,87,True,2348.13671875
32,FOREHEAD,187,True,2063.80517578125
33,TYPIST,541,True,2158.7080078125
34,REBEL,416,True,1928.650146484375
35,COWBOY,122,True,2084.426025390625
36,PIGEON,374,True,2176.654541015625
37,PLIERS,386,True,1872.3909912109375
38,TEMPLE,514,True,2228.445068359375
39,MOP,319,True,2079.942138671875
40,MARKET,303,True,2253.052734375
41,BEAKER,29,True,2055.74169921875
42,NIGHTGOWN,328,True,2099.75341796875
43,SCRIBBLE,443,True,2126.164794921875
44,VALVE,547,True,2230.105712890625
45,DASHBOARD,141,True,2181.820068359375
46,SCALPEL,438,True,1908.07763671875
47,CRICKET,129,True,2132.49609375
48,GYMNAST,222,True,1971.5020751953125
49,FOOTBALL,186,True,2091.77197265625
50,RIFLE,421,True,2132.399169921875
51,PEBBLE,363,True,2197.20263671875
52,VIKING,551,True,2123.949462890625
53,BUBBLE,57,True,2055.625244140625
54,BATHTUB,28,True,2133.707763671875
55,GROUND,219,True,2272.999267578125
56,CONTRACT,110,True,2362.1953125
57,DRINK,158,True,2365.76806640625
58,BRANDY,51,True,2071.30517578125
59,STONE,493,True,2366.747802734375
60,FLUTE,184,True,2220.949951171875
61,LEADER,279,True,2235.185302734375
62,CASHIER,77,True,2195.30419921875
63,COIN,104,True,2175.759521484375
64,CABBAGE,66,True,2159.10888671875
65,PALACE,349,True,2257.141845703125
66,SKIRT,466,True,1961.203125
67,PEACH,361,True,2050.108154296875
68,SUITCASE,498,True,1907.631591796875
69,SCISSORS,441,True,2233.493896484375
70,GRAVEL,215,True,2443.14111328125
71,EMPIRE,166,True,2186.6142578125
72,ROBBER,423,True,2016.1868896484375
73,FRIAR,195,True,2078.920654296875
74,CROSS,131,True,2247.914794921875
75,OX,342,True,2024.8753662109375
76,BELLY,33,True,2187.914794921875
77,EAGLE,163,True,2360.13330078125
78,STATUE,490,True,2041.7664794921875
79,SCULPTURE,444,True,2004.675048828125
80,WORKER,566,True,2199.996826171875
81,BLUEPRINT,42,True,2061.969970703125
82,MAPLE,300,True,2359.5771484375
83,SPIDER,480,True,2145.919677734375
84,YARN,572,True,2215.840576171875
85,MARS,305,True,2066.212158203125
86,DAISY,138,True,2177.9541015625
87,PREACHER,398,True,2018.982177734375
88,NECKLACE,326,True,2105.345458984375
89,CARRIAGE,74,True,2195.431396484375
90,LOFT,290,True,2175.555908203125
91,WARDROBE,556,True,1867.6712646484375
92,DENIM,143,True,2131.993408203125
93,JEANS,254,True,2254.1640625
94,STOMACH,492,True,2091.281005859375
95,CREVICE,127,True,2100.122802734375
96,EGYPT,164,True,2406.822021484375
97,GOBLIN,212,True,1903.3509521484375
98,ATLAS,12,True,2317.9619140625
99,WAITRESS,555,True,2051.48583984375
100,SUPPER,502,True,2366.524658203125
101,CHAPEL,84,True,2226.141845703125
102,JUDGE,258,True,2304.52294921875
103,SPOOL,482,True,2078.859130859375
104,DRESS,155,True,2274.642578125
105,WAITER,554,True,2182.0107421875
106,HOOK,238,True,2139.807373046875
107,VICTIM,550,True,2204.436767578125
108,CHEMIST,86,True,2152.447265625
109,MARKER,302,True,2049.9228515625
110,THRONE,518,True,1933.8765869140625
111,WITNESS,564,True,2248.515869140625
112,AWARD,15,True,2321.376708984375
113,LAGOON,273,True,2114.88818359375
114,BLACKBOARD,37,True,2149.679443359375
115,SERVANT,448,True,2204.285888671875
116,CHAMPAGNE,83,True,2153.947998046875
117,COCKTAIL,100,True,2121.46240234375
118,LUMBER,294,True,1991.405029296875
119,LEG,280,True,2348.45849609375
120,SCARF,440,True,2046.7628173828125
121,TOMBSTONE,521,True,1945.2706298828125
122,MARROW,304,True,2062.17138671875
123,DIVER,147,True,2399.101318359375
124,ITEM,252,True,2226.5361328125
125,BUTCHER,65,True,1958.0194091796875
126,PAIL,348,True,2089.315185546875
127,LIZARD,288,True,1999.8671875
128,DENTIST,144,True,2124.138916015625
129,CRATER,124,True,2023.1527099609375
130,DOUGHNUT,152,True,2047.844482421875
131,KNIFE,268,True,2085.61572265625
132,BODY,44,True,2417.588623046875
133,CASHEW,76,True,2080.745361328125
134,BOYFRIEND,47,True,2074.873779296875
135,REPORT,420,True,2379.413818359375
136,CRIB,128,True,1948.774658203125
137,RABBIT,410,True,2345.411865234375
138,FOX,189,True,2155.106201171875
139,APRON,8,True,2077.204833984375
140,MUMMY,323,True,2296.641357421875
141,SPHINX,479,True,1924.0045166015625
142,SAUSAGE,436,True,2125.38720703125
143,VAGRANT,545,True,1997.4010009765625
144,LACE,270,True,2234.893310546875
145,MACHINE,296,True,2177.330810546875
146,RUST,430,True,2100.657470703125
147,CHAUFFEUR,85,True,2258.59423828125
148,GUARD,220,True,2223.94091796875
149,NEUTRON,327,True,2086.21044921875
150,XEROX,570,True,1971.1961669921875
151,STAR,489,True,2306.537109375
152,PADDING,346,True,1956.433837890625
153,CANYON,72,True,2174.38427734375
154,ISLAND,251,True,2573.35986328125
155,CYCLONE,137,True,2135.98388671875
156,COUNTRY,118,True,2265.623046875
157,LASER,277,True,2274.555908203125
158,PISTOL,378,True,2160.24755859375
159,BLENDER,39,True,2084.64990234375
160,RIVER,422,True,2319.514404296875
161,DRILL,157,True,2234.164306640625
162,PARROT,353,True,2075.281982421875
163,SEAGULL,446,True,2094.89599609375
164,OFFICE,333,True,2206.049072265625
165,OZONE,344,True,1998.9564208984375
166,PROTON,402,True,2343.260009765625
167,QUARTER,408,True,2126.83984375
168,SCOTCH,442,True,1971.280517578125
169,SWIMMER,506,True,2494.419677734375
170,NOVEL,331,True,2229.666259765625
171,MILK,314,True,2378.14697265625
172,INMATE,250,True,1922.1785888671875
173,PRINCESS,401,True,2226.93359375
174,PLAZA,385,True,2341.1650390625
175,SISTER,463,True,2432.67724609375
176,MUFFIN,322,True,2142.979248046875
177,TURTLE,536,True,2184.8876953125
178,PACKAGE,345,True,2234.099609375
179,CITRUS,92,True,1974.06396484375
180,UNCLE,544,True,2333.037841796875
181,BLADE,38,True,2304.1533203125
182,FRIEND,196,True,2388.78955078125
183,IGLOO,248,True,2006.7991943359375
184,BROOK,55,True,2175.75537109375
185,SLIDE,467,True,2338.60888671875
186,COURSE,120,True,2362.967041015625
187,COLLEGE,105,True,2306.2412109375
188,HEART,230,True,2274.523681640625
189,TRANSPLANT,525,True,2129.1630859375
190,POET,389,True,2209.637939453125
191,BOX,46,True,2271.804931640625
192,SWAMP,505,True,2278.80712890625
193,CANAL,70,True,2268.649169921875
194,CHILD,88,True,2287.80712890625
195,LIVER,287,True,2284.3544921875
196,ROOSTER,428,True,2175.1376953125
197,SUNRISE,500,True,2142.44287109375
198,SERVER,449,True,2136.355224609375
199,FRAME,191,True,2263.6943359375
200,PICTURE,373,True,2235.12744140625
201,PENGUIN,366,True,2076.38232421875
202,PLAYGROUND,384,True,2052.991455078125
203,GRAPE,213,True,2273.95751953125
204,FRUIT,197,True,2242.13037109375
205,SMOG,471,True,2099.83984375
206,PUDDLE,404,True,2146.982666015625
207,CATTLE,80,True,2069.045654296875
208,DRAWING,154,True,2098.862548828125
209,ORANGE,337,True,2205.87939453125
210,BUCKET,58,True,2215.346923828125
211,BARLEY,25,True,2131.1962890625
212,FIDDLE,172,True,2155.1181640625
213,SUNSET,501,True,2239.706787109375
214,BADGE,19,True,2160.7802734375
215,PIZZA,380,True,2134.185546875
216,GIRL,208,True,2165.50634765625
217,OINTMENT,334,True,2052.006103515625
218,LABEL,269,True,2179.474609375
219,LODGE,289,True,2170.487060546875
220,KITCHEN,265,True,2266.835693359375
221,DRUG,160,True,2321.187744140625
222,TABLET,510,True,2064.00927734375
223,CUPBOARD,134,True,2042.450927734375
224,BLOCKADE,40,True,2088.457275390625
225,TILE,519,True,1935.7318115234375
226,SALT,434,True,2259.532470703125
227,AGENT,2,True,2300.3427734375
228,MOTEL,320,True,1979.4774169921875
229,BURGLAR,64,True,2011.6993408203125
230,PUPPY,406,True,2081.87158203125
231,DONKEY,149,True,1940.8585205078125
232,JUGGLER,259,True,2191.60205078125
233,BABY,16,True,2372.4990234375
234,INFANT,249,True,2199.6591796875
235,SKILLET,465,True,2028.4678955078125
236,OYSTER,343,True,2040.380859375
237,ATOM,13,True,2159.95166015625
238,MISSILE,315,True,2243.876708984375
239,GRIZZLY,218,True,2148.607666015625
240,LETTUCE,282,True,1983.406982421875
241,EXPERT,168,True,2365.7470703125
242,DORM,151,True,2192.24853515625
243,KNAPSACK,267,True,1901.4217529296875
244,APPLE,7,True,2296.2705078125
245,LOVER,292,True,1903.086181640625
246,FRANCE,192,True,2340.466796875
247,PERCH,368,True,2117.72998046875
248,SPOUSE,484,True,2085.3935546875
249,ELBOW,165,True,2076.84375
250,BUG,59,True,2224.707275390625
251,SLUG,470,True,2165.040283203125
252,GLOBE,210,True,2111.462646484375
253,BRICK,53,True,2200.263671875
254,HAWK,228,True,2218.455322265625
255,NAPKIN,325,True,2000.27490234375
256,STAPLE,488,True,1966.3411865234375
257,SHOULDER,457,True,2077.520751953125
258,CLIMBER,95,True,2067.883056640625
259,SLOPE,469,True,2014.069091796875
260,TRACTOR,524,True,2003.404052734375
261,LAKE,274,True,2397.632568359375
262,MONEY,317,True,2268.055419921875
263,COLONEL,106,True,2057.104736328125
264,LAVA,278,True,2315.777099609375
265,HUSBAND,244,True,2174.532470703125
266,MARINE,301,True,2334.469482421875
267,TROUT,530,True,2173.74609375
268,BACON,18,True,2454.370849609375
269,TUNNEL,533,True,2146.089599609375
270,LAMP,275,True,2224.991455078125
271,CRAB,123,True,2186.25341796875
272,BRAKE,49,True,2237.874267578125
273,TAXI,512,True,2166.38525390625
274,NOMAD,329,True,1991.080322265625
275,AIRPLANE,3,True,2049.420654296875
276,CORAL,114,True,2366.382080078125
277,JUNGLE,260,True,2155.3173828125
278,FLIPPER,182,True,2317.82861328125
279,MAMMAL,299,True,2279.0068359375
280,ROBOT,425,True,2209.306884765625
281,SHELTER,452,True,2078.357666015625
282,SNACK,472,True,2334.36083984375
283,DOLPHIN,148,True,1990.6260986328125
284,CASKET,78,True,2153.250244140625
285,DUSTPAN,162,True,1909.5665283203125
286,OMELET,335,True,2007.51513671875
287,SCARECROW,439,True,2160.46826171875
288,JELLO,255,True,2028.4788818359375
289,TWISTER,540,True,2115.9248046875
290,HAND,224,True,2155.886474609375
291,SNAIL,473,True,2193.84375
292,TWEEZERS,538,True,2012.724365234375
293,CAPTIVE,73,True,2074.361328125
294,SALMON,433,True,2296.122802734375
295,SEAFOOD,445,True,2151.49072265625
296,RAFT,413,True,2020.802001953125
297,SPONGE,481,True,2132.342041015625
298,WASHER,557,True,2156.676025390625
299,LILY,284,True,2252.6123046875
300,SPOON,483,True,2054.32421875
301,RECEIPT,417,True,2342.794921875
302,HOSTESS,241,True,2249.6484375
