mstime	trial_type	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
429207	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	2	12	5	4	3
430592	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	2	13	5	2	6
431959	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	2	19	8	4	7
433416	STOP	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	2	n/a	n/a	n/a	n/a
436430	REC_START	n/a	LTP293	ltpFR2	5	1	n/a	n/a	n/a	n/a	0	0	0
437222	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	AUTHOR	61	n/a	n/a	0	0	0
438289	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	JOURNAL	760	n/a	n/a	0	0	0
439247	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	CASKET	255	n/a	n/a	0	0	0
441037	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	TOASTER	1472	n/a	n/a	0	0	0
442060	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	RAFT	1159	n/a	n/a	0	0	0
442897	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	PADDLE	1000	n/a	n/a	0	0	0
443981	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	GROUND	666	n/a	n/a	0	0	0
445352	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	COFFEE	341	n/a	n/a	0	0	0
449592	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	SHELTER	1282	n/a	n/a	0	0	0
455099	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	EMPIRE	530	n/a	n/a	0	0	0
456059	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	PALACE	1006	n/a	n/a	0	0	0
461391	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	VIKING	1565	n/a	n/a	0	0	0
464464	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	LUGGAGE	847	n/a	n/a	0	0	0
466134	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	SUITCASE	1403	n/a	n/a	0	0	0
470913	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	TRUNK	-1	n/a	n/a	0	0	0
502844	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	CASHIER	254	n/a	n/a	0	0	0
504302	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	CRAB	397	n/a	n/a	0	0	0
506329	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	1	WAITER	1580	n/a	n/a	0	0	0
527075	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	AIRPLANE	12	n/a	n/a	0	0	0
529545	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	LUMBER	848	n/a	n/a	0	0	0
532347	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	AIRPORT	13	n/a	n/a	0	0	0
534832	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	OFFICE	972	n/a	n/a	0	0	0
537418	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	NIGHTGOWN	953	n/a	n/a	0	0	0
539870	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	POSTAGE	1113	n/a	n/a	0	0	0
542540	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	COWBOY	395	n/a	n/a	0	0	0
545141	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	DORM	488	n/a	n/a	0	0	0
547678	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	TWISTER	1530	n/a	n/a	0	0	0
550396	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	JUGGLER	763	n/a	n/a	0	0	0
552965	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	BASEMENT	94	n/a	n/a	0	0	0
555734	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	PLUTO	1092	n/a	n/a	0	0	0
558504	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	HEDGE	699	n/a	n/a	0	0	0
561305	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	TWIG	1527	n/a	n/a	0	0	0
563741	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	BROOK	177	n/a	n/a	0	0	0
566259	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	KIDNEY	776	n/a	n/a	0	0	0
568845	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	PLAID	1080	n/a	n/a	0	0	0
571682	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	TABLE	1426	n/a	n/a	0	0	0
574133	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	COUCH	386	n/a	n/a	0	0	0
576653	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	STAKE	1368	n/a	n/a	0	0	0
579404	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	DAUGHTER	442	n/a	n/a	0	0	0
581873	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	HUSBAND	728	n/a	n/a	0	0	0
584643	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	WIDOW	1608	n/a	n/a	0	0	0
587461	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	TYPIST	1532	n/a	n/a	0	0	0
589079	START	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	n/a	n/a	n/a	n/a
589970	DISTRACTOR	n/a	LTP293	ltpFR2	5	2	n/a	n/a	n/a	n/a	0	0	0
589997	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	21	5	9	7
592883	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	9	6	1	2
594117	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	12	8	1	3
595703	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	24	8	8	8
596720	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	21	5	7	9
598187	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	14	5	5	4
599221	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	19	8	3	8
600557	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	14	5	3	6
602074	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	7	4	1	2
603208	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	23	7	7	9
604192	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	7	3	3	1
605310	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	17	9	5	3
607345	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	14	6	4	4
608614	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	10	2	5	3
609698	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	9	1	6	2
611332	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	11	7	1	3
612358	STOP	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	3	n/a	n/a	n/a	n/a
614986	REC_START	n/a	LTP293	ltpFR2	5	2	n/a	n/a	n/a	n/a	0	0	0
615618	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	TYPIST	1532	n/a	n/a	0	0	0
616698	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	OFFICE	972	n/a	n/a	0	0	0
617917	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	SHRUB	1299	n/a	n/a	0	0	0
619118	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	AIRPLANE	12	n/a	n/a	0	0	0
620358	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	AIRPORT	13	n/a	n/a	0	0	0
621776	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	TABLE	1426	n/a	n/a	0	0	0
623010	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	STAKE	1368	n/a	n/a	0	0	0
624486	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	COUCH	386	n/a	n/a	0	0	0
625776	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	DAUGHTER	442	n/a	n/a	0	0	0
627010	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	PLAID	1080	n/a	n/a	0	0	0
628251	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	NIGHTGOWN	953	n/a	n/a	0	0	0
644801	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	DORM	488	n/a	n/a	0	0	0
653637	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	2	COWBOY	395	n/a	n/a	0	0	0
705482	DISTRACTOR	n/a	LTP293	ltpFR2	5	3	n/a	n/a	n/a	n/a	0	0	0
705482	START	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	n/a	n/a	n/a	n/a
705498	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	16	9	4	3
706599	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	25	9	9	7
708000	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	18	6	5	7
709834	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	17	4	5	8
711036	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	21	5	7	9
713254	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	16	7	1	8
714272	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	20	3	9	8
715657	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	18	7	7	4
716790	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	15	1	7	7
717825	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	16	3	7	6
719093	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	6	2	2	2
720110	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	19	8	7	4
721478	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	11	3	1	7
722663	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	13	5	4	4
724565	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	19	4	8	7
726249	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	14	8	3	3
729459	STOP	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	4	n/a	n/a	n/a	n/a
730386	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	FIDDLE	561	n/a	n/a	0	0	0
732988	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	BATHTUB	100	n/a	n/a	0	0	0
735541	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	TROUT	1511	n/a	n/a	0	0	0
738343	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	CURTAIN	427	n/a	n/a	0	0	0
740845	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	TORTOISE	1486	n/a	n/a	0	0	0
743297	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	STOMACH	1384	n/a	n/a	0	0	0
745933	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	CRICKET	408	n/a	n/a	0	0	0
748385	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	SLUG	1329	n/a	n/a	0	0	0
751037	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	PILOT	1070	n/a	n/a	0	0	0
753657	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	SMOG	1330	n/a	n/a	0	0	0
756275	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	CLOUD	328	n/a	n/a	0	0	0
758860	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	BOUQUET	157	n/a	n/a	0	0	0
761647	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	POPCORN	1104	n/a	n/a	0	0	0
764199	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	CRITIC	410	n/a	n/a	0	0	0
766984	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	MILDEW	893	n/a	n/a	0	0	0
769587	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	SHORTCAKE	1292	n/a	n/a	0	0	0
772139	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	LIVER	833	n/a	n/a	0	0	0
774891	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	SLIME	1327	n/a	n/a	0	0	0
777410	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	MAMMAL	861	n/a	n/a	0	0	0
779912	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	CABBAGE	210	n/a	n/a	0	0	0
782381	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	SNAIL	1332	n/a	n/a	0	0	0
785033	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	DRAWING	494	n/a	n/a	0	0	0
787786	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	BOYFRIEND	162	n/a	n/a	0	0	0
790288	WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	STATUE	1374	n/a	n/a	0	0	0
791906	START	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	n/a	n/a	n/a	n/a
792967	DISTRACTOR	n/a	LTP293	ltpFR2	5	3	n/a	n/a	n/a	n/a	0	0	0
792990	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	14	6	3	5
794825	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	20	4	9	7
796010	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	22	9	4	9
797261	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	16	4	3	9
798228	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	13	4	3	6
799680	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	22	6	9	7
801030	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	17	5	6	6
802232	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	21	8	6	7
804718	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	14	8	1	5
805935	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	18	2	9	7
807236	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	16	3	7	6
808270	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	8	4	1	2
809421	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	24	9	7	8
811907	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	13	8	1	4
813158	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	21	6	7	8
814511	STOP	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	n/a	n/a	n/a	n/a
817729	REC_START	n/a	LTP293	ltpFR2	5	3	n/a	n/a	n/a	n/a	0	0	0
818684	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	CABBAGE	210	n/a	n/a	0	0	0
819731	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	DRAWING	494	n/a	n/a	0	0	0
820827	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	BOYFRIEND	162	n/a	n/a	0	0	0
821940	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	CRITIC	410	n/a	n/a	0	0	0
823058	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	PILOT	1070	n/a	n/a	0	0	0
824237	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	BATHTUB	100	n/a	n/a	0	0	0
825407	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	MILDEW	893	n/a	n/a	0	0	0
826629	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	FIDDLER	-1	n/a	n/a	0	0	0
828539	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	SLUG	1329	n/a	n/a	0	0	0
829604	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	SNAIL	1332	n/a	n/a	0	0	0
830854	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	SLIME	1327	n/a	n/a	0	0	0
832043	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	CRICKET	408	n/a	n/a	0	0	0
833183	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	MAMMAL	861	n/a	n/a	0	0	0
841240	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	CLOUD	328	n/a	n/a	0	0	0
843654	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	SMOG	1330	n/a	n/a	0	0	0
847758	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	SHORTCAKE	1292	n/a	n/a	0	0	0
849222	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	LIVER	833	n/a	n/a	0	0	0
887096	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	BELLY	119	n/a	n/a	0	0	0
888630	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	STOMACH	1384	n/a	n/a	0	0	0
908174	DISTRACTOR	n/a	LTP293	ltpFR2	5	4	n/a	n/a	n/a	n/a	0	0	0
908174	START	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	6	n/a	n/a	n/a	n/a
908191	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	6	5	2	1	2
909292	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	6	14	2	5	7
910610	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	6	20	6	7	7
912211	PROB	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	6	13	3	6	4
