onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
95.888	n/a	WORD	47944	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	FRANCE	601	n/a	n/a	0	0	0
98.652	n/a	WORD	49326	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	DONOR	485	n/a	n/a	0	0	0
101.192	n/a	WORD	50596	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	CHEST	295	n/a	n/a	0	0	0
103.822	n/a	WORD	51911	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	ANTLER	29	n/a	n/a	0	0	0
106.358	n/a	WORD	53179	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	ELBOW	520	n/a	n/a	0	0	0
109.116	n/a	WORD	54558	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	ROBOT	1200	n/a	n/a	0	0	0
111.864	n/a	WORD	55932	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	SHOULDER	1294	n/a	n/a	0	0	0
114.564	n/a	WORD	57282	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	BEAST	108	n/a	n/a	0	0	0
117.098	n/a	WORD	58549	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	CHIPMUNK	304	n/a	n/a	0	0	0
119.672	n/a	WORD	59836	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	BACON	67	n/a	n/a	0	0	0
122.354	n/a	WORD	61177	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	MILDEW	893	n/a	n/a	0	0	0
125.038	n/a	WORD	62519	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	CABBAGE	210	n/a	n/a	0	0	0
127.59	n/a	WORD	63795	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	GRIZZLY	662	n/a	n/a	0	0	0
130.326	n/a	WORD	65163	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	HAND	683	n/a	n/a	0	0	0
132.996	n/a	WORD	66498	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	LASER	801	n/a	n/a	0	0	0
135.43	n/a	WORD	67715	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	RIFLE	1192	n/a	n/a	0	0	0
138.25	n/a	WORD	69125	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	SERVER	1272	n/a	n/a	0	0	0
139.86	n/a	START	69930	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
140.894	n/a	DISTRACTOR	70447	n/a	LTP293	ltpFR2	22	1	n/a	n/a	n/a	n/a	0	0	0
140.904	n/a	PROB	70452	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	9	4	1	4
142.102	n/a	PROB	71051	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	18	5	4	9
143.018	n/a	PROB	71509	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	15	4	6	5
143.986	n/a	PROB	71993	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	14	9	4	1
145.038	n/a	PROB	72519	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	22	8	7	7
146.254	n/a	PROB	73127	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	14	8	1	5
147.306	n/a	PROB	73653	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	11	3	2	6
148.308	n/a	PROB	74154	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	12	2	2	8
149.574	n/a	PROB	74787	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	17	4	6	7
150.626	n/a	PROB	75313	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	17	8	2	7
151.658	n/a	PROB	75829	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	18	8	4	6
152.91	n/a	PROB	76455	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	8	4	1	3
154.778	n/a	PROB	77389	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	18	2	9	7
156.246	n/a	PROB	78123	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	20	9	6	5
157.53	n/a	PROB	78765	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	14	3	7	4
158.564	n/a	PROB	79282	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	24	9	6	9
159.966	n/a	PROB	79983	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	24	8	8	8
161.034	n/a	PROB	80517	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	24	8	9	7
163.026	n/a	STOP	81513	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
165.674	n/a	REC_START	82837	n/a	LTP293	ltpFR2	22	1	n/a	n/a	n/a	n/a	0	0	0
166.27	n/a	REC_WORD	83135	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	GRIZZLY	662	n/a	n/a	0	0	0
167.266	n/a	REC_WORD	83633	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	MILDEW	893	n/a	n/a	0	0	0
168.298	n/a	REC_WORD	84149	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	HAND	683	n/a	n/a	0	0	0
169.468	n/a	REC_WORD	84734	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	ELBOW	520	n/a	n/a	0	0	0
170.462	n/a	REC_WORD	85231	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	CABBAGE	210	n/a	n/a	0	0	0
171.524	n/a	REC_WORD	85762	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	DRESSER	496	n/a	n/a	0	0	0
172.588	n/a	REC_WORD	86294	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	CHEST	295	n/a	n/a	0	0	0
175.166	n/a	REC_WORD	87583	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	GYMNAST	675	n/a	n/a	0	0	0
176.966	n/a	REC_WORD	88483	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	FRANCE	601	n/a	n/a	0	0	0
178.508	n/a	REC_WORD	89254	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	OX	994	n/a	n/a	0	0	0
180.026	n/a	REC_WORD	90013	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	CATTLE	261	n/a	n/a	0	0	0
181.474	n/a	REC_WORD	90737	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	BEAST	108	n/a	n/a	0	0	0
184.356	n/a	REC_WORD	92178	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	LIGHTNING	820	n/a	n/a	0	0	0
185.418	n/a	REC_WORD	92709	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	TABLET	1427	n/a	n/a	0	0	0
230.22	n/a	REC_WORD	115110	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	1	JEANS	752	n/a	n/a	0	0	0
256.124	n/a	DISTRACTOR	128062	n/a	LTP293	ltpFR2	22	2	n/a	n/a	n/a	n/a	0	0	0
256.124	n/a	START	128062	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	n/a	n/a	n/a	n/a
256.142	n/a	PROB	128071	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	15	9	5	1
257.072	n/a	PROB	128536	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	12	3	4	5
258.624	n/a	PROB	129312	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	21	9	5	7
259.66	n/a	PROB	129830	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	5	1	1	3
260.442	n/a	PROB	130221	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	13	2	3	8
261.628	n/a	PROB	130814	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	17	8	2	7
262.946	n/a	PROB	131473	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	15	5	9	1
263.796	n/a	PROB	131898	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	9	3	1	5
265.032	n/a	PROB	132516	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	12	3	2	7
266.714	n/a	PROB	133357	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	17	4	5	8
267.732	n/a	PROB	133866	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	21	8	5	8
268.934	n/a	PROB	134467	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	15	7	3	5
269.752	n/a	PROB	134876	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	13	1	7	5
270.82	n/a	PROB	135410	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	9	3	4	2
272.336	n/a	PROB	136168	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	15	7	6	2
273.89	n/a	PROB	136945	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	14	9	1	4
274.838	n/a	PROB	137419	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	14	2	3	9
276.556	n/a	PROB	138278	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	13	2	2	9
277.844	n/a	PROB	138922	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	4	1	2	1
278.636	n/a	STOP	139318	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	2	n/a	n/a	n/a	n/a
281.126	n/a	WORD	140563	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	RECORD	1176	n/a	n/a	0	0	0
283.58	n/a	WORD	141790	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	COBRA	336	n/a	n/a	0	0	0
286.132	n/a	WORD	143066	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	OUTDOORS	987	n/a	n/a	0	0	0
288.802	n/a	WORD	144401	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	LETTUCE	814	n/a	n/a	0	0	0
291.52	n/a	WORD	145760	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	SALAD	1224	n/a	n/a	0	0	0
294.338	n/a	WORD	147169	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	LAGOON	795	n/a	n/a	0	0	0
296.79	n/a	WORD	148395	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	FRIAR	605	n/a	n/a	0	0	0
299.458	n/a	WORD	149729	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	TURKEY	1520	n/a	n/a	0	0	0
302.078	n/a	WORD	151039	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	PORTRAIT	1111	n/a	n/a	0	0	0
304.578	n/a	WORD	152289	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	SNAIL	1332	n/a	n/a	0	0	0
307.248	n/a	WORD	153624	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	FLEET	578	n/a	n/a	0	0	0
309.732	n/a	WORD	154866	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	TROMBONE	1508	n/a	n/a	0	0	0
312.202	n/a	WORD	156101	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	SHOVEL	1295	n/a	n/a	0	0	0
314.938	n/a	WORD	157469	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	SERVANT	1271	n/a	n/a	0	0	0
317.356	n/a	WORD	158678	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	SCRIBBLE	1256	n/a	n/a	0	0	0
319.824	n/a	WORD	159912	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	GARDEN	623	n/a	n/a	0	0	0
322.278	n/a	WORD	161139	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	SKETCH	1315	n/a	n/a	0	0	0
324.714	n/a	WORD	162357	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	ORCHID	982	n/a	n/a	0	0	0
327.198	n/a	WORD	163599	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	FLIPPER	580	n/a	n/a	0	0	0
329.966	n/a	WORD	164983	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	DAUGHTER	442	n/a	n/a	0	0	0
332.388	n/a	WORD	166194	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	PIMPLE	1071	n/a	n/a	0	0	0
334.904	n/a	WORD	167452	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	FRECKLE	602	n/a	n/a	0	0	0
337.676	n/a	WORD	168838	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	PEDAL	1037	n/a	n/a	0	0	0
340.208	n/a	WORD	170104	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	PICTURE	1061	n/a	n/a	0	0	0
341.814	n/a	START	170907	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	n/a	n/a	n/a	n/a
342.91	n/a	DISTRACTOR	171455	n/a	LTP293	ltpFR2	22	2	n/a	n/a	n/a	n/a	0	0	0
342.914	n/a	PROB	171457	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	17	9	3	5
344.142	n/a	PROB	172071	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	23	9	8	6
345.66	n/a	PROB	172830	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	11	3	7	1
346.662	n/a	PROB	173331	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	16	2	6	8
348.08	n/a	PROB	174040	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	16	3	9	4
350.68	n/a	PROB	175340	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	22	6	7	9
352.18	n/a	PROB	176090	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	16	9	4	3
353.398	n/a	PROB	176699	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	20	5	9	6
354.532	n/a	PROB	177266	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	17	8	2	7
355.836	n/a	PROB	177918	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	20	6	8	6
357.204	n/a	PROB	178602	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	12	4	4	4
358.338	n/a	PROB	179169	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	13	2	7	2
359.824	n/a	PROB	179912	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	11	3	7	1
360.74	n/a	PROB	180370	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	11	2	6	3
362.14	n/a	PROB	181070	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	11	4	3	4
363.306	n/a	PROB	181653	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	10	1	8	1
364.258	n/a	PROB	182129	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	19	7	3	9
365.182	n/a	STOP	182591	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	3	n/a	n/a	n/a	n/a
367.66	n/a	REC_START	183830	n/a	LTP293	ltpFR2	22	2	n/a	n/a	n/a	n/a	0	0	0
368.588	n/a	REC_WORD	184294	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	COBRA	336	n/a	n/a	0	0	0
370.156	n/a	REC_WORD	185078	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	OUTDOORS	987	n/a	n/a	0	0	0
373.844	n/a	REC_WORD	186922	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	ORCHID	982	n/a	n/a	0	0	0
374.9	n/a	REC_WORD	187450	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	SALAD	1224	n/a	n/a	0	0	0
375.94	n/a	REC_WORD	187970	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	LETTUCE	814	n/a	n/a	0	0	0
377.574	n/a	REC_WORD	188787	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	TURKEY	1520	n/a	n/a	0	0	0
380.414	n/a	REC_WORD	190207	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	LAGOON	795	n/a	n/a	0	0	0
381.454	n/a	REC_WORD	190727	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	GARDEN	623	n/a	n/a	0	0	0
382.444	n/a	REC_WORD_VV	191222	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	<>	-1	n/a	n/a	0	0	0
384.082	n/a	REC_WORD	192041	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	PORTRAIT	1111	n/a	n/a	0	0	0
385.534	n/a	REC_WORD	192767	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	PICTURE	1061	n/a	n/a	0	0	0
386.778	n/a	REC_WORD	193389	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	SCRIBBLE	1256	n/a	n/a	0	0	0
399.624	n/a	REC_WORD	199812	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	2	SNAIL	1332	n/a	n/a	0	0	0
458.094	n/a	WORD	229047	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	PEPPER	1047	n/a	n/a	0	0	0
460.848	n/a	WORD	230424	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	TURNIP	1521	n/a	n/a	0	0	0
463.416	n/a	WORD	231708	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	STICKER	1382	n/a	n/a	0	0	0
465.886	n/a	WORD	232943	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	DOLPHIN	483	n/a	n/a	0	0	0
468.47	n/a	WORD	234235	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	DANDRUFF	439	n/a	n/a	0	0	0
470.89	n/a	WORD	235445	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	VALVE	1546	n/a	n/a	0	0	0
473.558	n/a	WORD	236779	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	BURGLAR	200	n/a	n/a	0	0	0
475.98	n/a	WORD	237990	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	MAMMAL	861	n/a	n/a	0	0	0
478.78	n/a	WORD	239390	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	STALLION	1369	n/a	n/a	0	0	0
481.348	n/a	WORD	240674	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	QUEEN	1149	n/a	n/a	0	0	0
484.0	n/a	WORD	242000	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	IGLOO	734	n/a	n/a	0	0	0
486.738	n/a	WORD	243369	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	STATUE	1374	n/a	n/a	0	0	0
489.504	n/a	WORD	244752	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	IDOL	733	n/a	n/a	0	0	0
492.122	n/a	WORD	246061	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	PLASTER	1085	n/a	n/a	0	0	0
494.642	n/a	WORD	247321	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	SUNSET	1408	n/a	n/a	0	0	0
497.21	n/a	WORD	248605	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	VIRUS	1572	n/a	n/a	0	0	0
499.814	n/a	WORD	249907	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	PRINCESS	1125	n/a	n/a	0	0	0
502.616	n/a	WORD	251308	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	SPHINX	1349	n/a	n/a	0	0	0
505.386	n/a	WORD	252693	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	MARROW	872	n/a	n/a	0	0	0
507.97	n/a	WORD	253985	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	KIDNEY	776	n/a	n/a	0	0	0
510.774	n/a	WORD	255387	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	JUNGLE	764	n/a	n/a	0	0	0
513.442	n/a	WORD	256721	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	PRIMATE	1123	n/a	n/a	0	0	0
516.126	n/a	WORD	258063	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	CONVICT	371	n/a	n/a	0	0	0
518.596	n/a	WORD	259298	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	CRUTCH	417	n/a	n/a	0	0	0
520.214	n/a	START	260107	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	n/a	n/a	n/a	n/a
521.154	n/a	DISTRACTOR	260577	n/a	LTP293	ltpFR2	22	3	n/a	n/a	n/a	n/a	0	0	0
521.164	n/a	PROB	260582	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	12	2	3	7
522.466	n/a	PROB	261233	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	9	6	1	2
523.866	n/a	PROB	261933	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	12	2	3	7
525.252	n/a	PROB	262626	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	12	3	4	5
526.504	n/a	PROB	263252	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	15	6	1	8
527.804	n/a	PROB	263902	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	18	5	9	4
528.87	n/a	PROB	264435	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	13	6	1	6
530.038	n/a	PROB	265019	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	18	7	9	2
531.072	n/a	PROB	265536	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	10	6	2	2
532.074	n/a	PROB	266037	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	14	5	5	4
533.056	n/a	PROB	266528	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	8	3	4	1
534.006	n/a	PROB	267003	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	19	7	7	5
537.294	n/a	PROB	268647	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	9	3	5	1
538.71	n/a	PROB	269355	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	17	5	3	9
539.83	n/a	PROB	269915	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	17	5	7	5
540.898	n/a	PROB	270449	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	12	7	3	2
542.046	n/a	PROB	271023	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	11	1	1	9
543.37	n/a	STOP	271685	n/a	LTP293	ltpFR2	22	n/a	n/a	n/a	4	n/a	n/a	n/a	n/a
546.016	n/a	REC_START	273008	n/a	LTP293	ltpFR2	22	3	n/a	n/a	n/a	n/a	0	0	0
546.512	n/a	REC_WORD	273256	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	CONVICT	371	n/a	n/a	0	0	0
547.622	n/a	REC_WORD	273811	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	CRUTCH	417	n/a	n/a	0	0	0
548.758	n/a	REC_WORD	274379	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	IGLOO	734	n/a	n/a	0	0	0
550.34	n/a	REC_WORD	275170	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	JUNGLE	764	n/a	n/a	0	0	0
551.528	n/a	REC_WORD	275764	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	PRIMATE	1123	n/a	n/a	0	0	0
554.332	n/a	REC_WORD	277166	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	PEPPER	1047	n/a	n/a	0	0	0
555.868	n/a	REC_WORD	277934	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	PRINCESS	1125	n/a	n/a	0	0	0
557.258	n/a	REC_WORD	278629	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	QUEEN	1149	n/a	n/a	0	0	0
558.508	n/a	REC_WORD	279254	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	VIRUS	1572	n/a	n/a	0	0	0
560.964	n/a	REC_WORD	280482	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	22	3	TURNIP	1521	n/a	n/a	0	0	0
