filename	acq_time
eeg/sub-LTP293_ses-5_task-ltpFR2_eeg.edf	2015-02-11T16:10:09.000000Z
eeg/sub-LTP293_ses-5_task-ltpFR_eeg.edf	2014-03-04T18:17:50.000000Z
