onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
221.992	n/a	SESS_START	110996	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	n/a	n/a	0	0	0
229.834	n/a	START	114917	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
229.866	n/a	PROB	114933	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	24	8	8	8
231.466	n/a	PROB	115733	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	7	3	1	3
232.768	n/a	PROB	116384	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	8	1	6	2
234.186	n/a	PROB	117093	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	24	8	7	9
236.17	n/a	PROB	118085	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	12	5	5	2
237.104	n/a	PROB	118552	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	15	4	3	8
239.374	n/a	PROB	119687	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	18	9	2	7
240.79	n/a	STOP	120395	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
258.906	n/a	WORD	129453	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	BOUQUET	157	n/a	n/a	0	0	0
261.626	n/a	WORD	130813	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	CLOTHES	327	n/a	n/a	0	0	0
264.094	n/a	WORD	132047	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	BRANCH	168	n/a	n/a	0	0	0
266.53	n/a	WORD	133265	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	ZIPPER	1636	n/a	n/a	0	0	0
268.998	n/a	WORD	134499	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	AIRPLANE	12	n/a	n/a	0	0	0
271.8	n/a	WORD	135900	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	BALLOON	75	n/a	n/a	0	0	0
274.62	n/a	WORD	137310	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	PERMIT	1051	n/a	n/a	0	0	0
277.156	n/a	WORD	138578	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	RATTLE	1170	n/a	n/a	0	0	0
279.908	n/a	WORD	139954	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	BRIEFCASE	175	n/a	n/a	0	0	0
282.678	n/a	WORD	141339	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	DRILL	497	n/a	n/a	0	0	0
285.212	n/a	WORD	142606	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	INFANT	737	n/a	n/a	0	0	0
287.698	n/a	WORD	143849	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	POWDER	1117	n/a	n/a	0	0	0
290.132	n/a	WORD	145066	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	LUGGAGE	847	n/a	n/a	0	0	0
292.686	n/a	WORD	146343	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	TILE	1468	n/a	n/a	0	0	0
295.52	n/a	WORD	147760	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	FLASK	576	n/a	n/a	0	0	0
298.072	n/a	WORD	149036	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	KNIFE	785	n/a	n/a	0	0	0
300.808	n/a	WORD	150404	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	LOFT	840	n/a	n/a	0	0	0
303.528	n/a	WORD	151764	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	FOREST	593	n/a	n/a	0	0	0
306.28	n/a	WORD	153140	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	KLEENEX	782	n/a	n/a	0	0	0
