mstime	trial_type	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
0	SESS_START	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	n/a	n/a	0	0	0
7842	START	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
7874	PROB	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	24	8	8	8
9475	PROB	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	7	3	1	3
10776	PROB	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	8	1	6	2
12194	PROB	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	24	8	7	9
14179	PROB	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	12	5	5	2
15113	PROB	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	15	4	3	8
17382	PROB	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	18	9	2	7
18800	STOP	n/a	LTP303	ltpFR2	10	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
36916	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	BOUQUET	157	n/a	n/a	0	0	0
39636	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	CLOTHES	327	n/a	n/a	0	0	0
42103	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	BRANCH	168	n/a	n/a	0	0	0
44539	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	ZIPPER	1636	n/a	n/a	0	0	0
47008	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	AIRPLANE	12	n/a	n/a	0	0	0
49810	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	BALLOON	75	n/a	n/a	0	0	0
52630	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	PERMIT	1051	n/a	n/a	0	0	0
55165	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	RATTLE	1170	n/a	n/a	0	0	0
57917	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	BRIEFCASE	175	n/a	n/a	0	0	0
60687	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	DRILL	497	n/a	n/a	0	0	0
63222	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	INFANT	737	n/a	n/a	0	0	0
65708	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	POWDER	1117	n/a	n/a	0	0	0
68143	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	LUGGAGE	847	n/a	n/a	0	0	0
70696	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	TILE	1468	n/a	n/a	0	0	0
73531	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	FLASK	576	n/a	n/a	0	0	0
76083	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	KNIFE	785	n/a	n/a	0	0	0
78819	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	LOFT	840	n/a	n/a	0	0	0
81538	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	FOREST	593	n/a	n/a	0	0	0
84290	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	KLEENEX	782	n/a	n/a	0	0	0
86976	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	FLESH	579	n/a	n/a	0	0	0
89629	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	BRACES	164	n/a	n/a	0	0	0
92264	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	MISTER	901	n/a	n/a	0	0	0
95083	WORD	wordpools/wasnorm_wordpool_576.txt	LTP303	ltpFR2	10	1	LADY	794	n/a	n/a	0	0	0
