mstime	trial_type	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
153655	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	2	14	5	8	1
155340	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	2	10	6	1	3
157510	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	2	18	9	3	6
159646	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	2	13	1	6	6
161346	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	2	12	6	1	5
164331	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	2	6	1	4	1
165833	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	2	17	4	8	5
168169	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	2	19	8	4	7
172203	STOP	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	2	n/a	n/a	n/a	n/a
173972	REC_START	n/a	LTP299	ltpFR2	2	1	n/a	n/a	n/a	n/a	0	0	0
175582	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	TROMBONE	1508	n/a	n/a	0	0	0
176935	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	FIDDLE	561	n/a	n/a	0	0	0
180881	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	CEILING	265	n/a	n/a	0	0	0
182421	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	RUST	1219	n/a	n/a	0	0	0
184049	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	PARENT	1013	n/a	n/a	0	0	0
187003	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	SUSPECT	1415	n/a	n/a	0	0	0
189871	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	HERO	706	n/a	n/a	0	0	0
192535	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	GUARD	667	n/a	n/a	0	0	0
198212	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	NURSE	963	n/a	n/a	0	0	0
199844	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	GIRL	637	n/a	n/a	0	0	0
201427	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	BABY	64	n/a	n/a	0	0	0
202834	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	FRECKLE	602	n/a	n/a	0	0	0
205420	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	SUMMIT	1405	n/a	n/a	0	0	0
207057	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	LIGHTNING	820	n/a	n/a	0	0	0
208649	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	CLOUD	328	n/a	n/a	0	0	0
210565	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	PERFUME	1049	n/a	n/a	0	0	0
213701	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	RIFLE	1192	n/a	n/a	0	0	0
217974	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	DOLPHIN	483	n/a	n/a	0	0	0
219149	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	1	FLIPPER	580	n/a	n/a	0	0	0
264396	DISTRACTOR	n/a	LTP299	ltpFR2	2	2	n/a	n/a	n/a	n/a	0	0	0
264397	START	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	3	n/a	n/a	n/a	n/a
264412	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	3	22	5	8	9
267380	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	3	18	6	6	6
269182	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	3	16	6	9	1
270865	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	3	20	7	4	9
273836	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	3	8	1	6	1
275221	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	3	21	8	8	5
277257	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	3	16	9	5	2
279658	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	3	18	8	8	2
281942	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	3	13	1	4	8
284162	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	3	19	7	9	3
287829	STOP	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	3	n/a	n/a	n/a	n/a
289261	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	SWITCH	1422	n/a	n/a	0	0	0
291844	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	FILM	565	n/a	n/a	0	0	0
294315	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	HOOK	715	n/a	n/a	0	0	0
296771	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	STAR	1373	n/a	n/a	0	0	0
299219	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	WASP	1593	n/a	n/a	0	0	0
301803	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	DANCER	437	n/a	n/a	0	0	0
304491	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	COCKTAIL	338	n/a	n/a	0	0	0
306913	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	SURVEY	1414	n/a	n/a	0	0	0
309349	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	HONEY	713	n/a	n/a	0	0	0
312029	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	BLADE	134	n/a	n/a	0	0	0
314732	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	GREASE	660	n/a	n/a	0	0	0
317522	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	SHIRT	1287	n/a	n/a	0	0	0
320020	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	CASHEW	253	n/a	n/a	0	0	0
322490	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	POPCORN	1104	n/a	n/a	0	0	0
324991	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	FLASK	576	n/a	n/a	0	0	0
327795	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	COIN	343	n/a	n/a	0	0	0
330432	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	SCOTCH	1251	n/a	n/a	0	0	0
333231	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	SPOOL	1356	n/a	n/a	0	0	0
336000	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	YARN	1631	n/a	n/a	0	0	0
338570	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	DIVER	476	n/a	n/a	0	0	0
341139	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	TOMBSTONE	1478	n/a	n/a	0	0	0
343707	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	WIDOW	1608	n/a	n/a	0	0	0
346143	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	ORCHID	982	n/a	n/a	0	0	0
348961	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	SEAFOOD	1260	n/a	n/a	0	0	0
350566	START	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	4	n/a	n/a	n/a	n/a
351656	DISTRACTOR	n/a	LTP299	ltpFR2	2	2	n/a	n/a	n/a	n/a	0	0	0
351664	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	4	13	2	2	9
353917	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	4	13	2	8	3
356587	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	4	11	7	1	3
358503	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	4	21	4	9	8
361541	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	4	25	7	9	9
363773	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	4	8	2	4	2
365793	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	4	11	4	2	5
368295	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	4	11	6	2	3
370196	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	4	18	9	7	2
374566	STOP	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	4	n/a	n/a	n/a	n/a
376468	REC_START	n/a	LTP299	ltpFR2	2	2	n/a	n/a	n/a	n/a	0	0	0
377835	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	TOMBSTONE	1478	n/a	n/a	0	0	0
379430	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	WIDOW	1608	n/a	n/a	0	0	0
383339	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	COIN	343	n/a	n/a	0	0	0
385769	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	SEAFOOD	1260	n/a	n/a	0	0	0
388143	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	DIVER	476	n/a	n/a	0	0	0
389900	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	HOOK	715	n/a	n/a	0	0	0
398940	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	FILM	565	n/a	n/a	0	0	0
401729	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	STAR	1373	n/a	n/a	0	0	0
403055	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	SPOOL	1356	n/a	n/a	0	0	0
415878	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	SURVEY	1414	n/a	n/a	0	0	0
424782	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	2	YARN	1631	n/a	n/a	0	0	0
466907	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	PUPIL	1143	n/a	n/a	0	0	0
469434	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	DRUG	501	n/a	n/a	0	0	0
472230	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	BARREL	91	n/a	n/a	0	0	0
474888	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	CAMEL	223	n/a	n/a	0	0	0
477534	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	TWIG	1527	n/a	n/a	0	0	0
480235	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	MAPLE	866	n/a	n/a	0	0	0
482827	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	PUDDLE	1140	n/a	n/a	0	0	0
485540	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	PREACHER	1119	n/a	n/a	0	0	0
488193	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	MOTOR	922	n/a	n/a	0	0	0
490876	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	STREAM	1392	n/a	n/a	0	0	0
493597	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	ROBOT	1200	n/a	n/a	0	0	0
496166	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	TABLE	1426	n/a	n/a	0	0	0
498817	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	OINTMENT	974	n/a	n/a	0	0	0
501246	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	KETCHUP	771	n/a	n/a	0	0	0
503829	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	MUSTARD	935	n/a	n/a	0	0	0
506400	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	RUG	1215	n/a	n/a	0	0	0
509152	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	SILK	1307	n/a	n/a	0	0	0
511920	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	UNCLE	1536	n/a	n/a	0	0	0
514373	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	COUCH	386	n/a	n/a	0	0	0
517166	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	EXPERT	543	n/a	n/a	0	0	0
519694	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	PEACH	1031	n/a	n/a	0	0	0
522330	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	CANYON	235	n/a	n/a	0	0	0
524787	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	GYMNAST	675	n/a	n/a	0	0	0
527357	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	MACHINE	852	n/a	n/a	0	0	0
528969	START	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	5	n/a	n/a	n/a	n/a
529849	DISTRACTOR	n/a	LTP299	ltpFR2	2	3	n/a	n/a	n/a	n/a	0	0	0
529858	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	5	16	1	7	8
533961	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	5	9	5	2	2
535662	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	5	17	7	2	8
539117	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	5	10	3	3	4
541200	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	5	19	8	2	9
543336	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	5	24	6	8	8
546736	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	5	12	5	2	5
548489	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	5	14	1	6	7
550709	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	5	8	2	3	3
552457	STOP	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	5	n/a	n/a	n/a	n/a
554763	REC_START	n/a	LTP299	ltpFR2	2	3	n/a	n/a	n/a	n/a	0	0	0
556363	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	GYMNAST	675	n/a	n/a	0	0	0
557919	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	MACHINE	852	n/a	n/a	0	0	0
559466	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	ROBOT	1200	n/a	n/a	0	0	0
561188	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	PUPIL	1143	n/a	n/a	0	0	0
562897	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	PREACHER	1119	n/a	n/a	0	0	0
574286	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	EXPERT	543	n/a	n/a	0	0	0
575771	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	COUCH	386	n/a	n/a	0	0	0
610071	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	SWITCH	1422	n/a	n/a	0	0	0
617893	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	3	DRUG	501	n/a	n/a	0	0	0
645217	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	WHISTLE	1606	n/a	n/a	0	0	0
647753	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	GANGSTER	620	n/a	n/a	0	0	0
650456	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	BULLET	194	n/a	n/a	0	0	0
653144	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	RECORD	1176	n/a	n/a	0	0	0
655942	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	PEPPER	1047	n/a	n/a	0	0	0
658382	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	CARRIAGE	248	n/a	n/a	0	0	0
660913	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	FUNGUS	614	n/a	n/a	0	0	0
663616	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	SLIME	1327	n/a	n/a	0	0	0
666256	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	BOYFRIEND	162	n/a	n/a	0	0	0
668686	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	JELLY	755	n/a	n/a	0	0	0
671288	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	SHORTCAKE	1292	n/a	n/a	0	0	0
673740	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	TROUT	1511	n/a	n/a	0	0	0
676464	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	MARKER	870	n/a	n/a	0	0	0
679178	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	WINDOW	1611	n/a	n/a	0	0	0
681902	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	POET	1095	n/a	n/a	0	0	0
684517	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	SLUG	1329	n/a	n/a	0	0	0
687285	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	HORSE	719	n/a	n/a	0	0	0
689953	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	CRAB	397	n/a	n/a	0	0	0
692506	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	JUGGLER	763	n/a	n/a	0	0	0
695024	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	BUGGY	188	n/a	n/a	0	0	0
697676	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	AIRPLANE	12	n/a	n/a	0	0	0
700462	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	VALLEY	1545	n/a	n/a	0	0	0
702929	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	SEAGULL	1261	n/a	n/a	0	0	0
705399	WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	BRANCH	168	n/a	n/a	0	0	0
707008	START	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	6	n/a	n/a	n/a	n/a
708041	DISTRACTOR	n/a	LTP299	ltpFR2	2	4	n/a	n/a	n/a	n/a	0	0	0
708051	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	6	11	4	3	4
710818	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	6	22	7	8	7
713255	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	6	17	3	6	8
716990	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	6	22	8	6	8
720494	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	6	21	6	9	6
723963	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	6	14	6	7	1
726233	PROB	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	6	15	2	7	6
730104	STOP	n/a	LTP299	ltpFR2	2	n/a	n/a	n/a	6	n/a	n/a	n/a	n/a
732853	REC_START	n/a	LTP299	ltpFR2	2	4	n/a	n/a	n/a	n/a	0	0	0
734947	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	BRANCH	168	n/a	n/a	0	0	0
737855	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	BUGGY	188	n/a	n/a	0	0	0
739296	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	CARRIAGE	248	n/a	n/a	0	0	0
740565	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	HORSE	719	n/a	n/a	0	0	0
741903	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	VALLEY	1545	n/a	n/a	0	0	0
748270	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	AIRPLANE	12	n/a	n/a	0	0	0
759392	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	TROUT	1511	n/a	n/a	0	0	0
760726	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	CRAB	397	n/a	n/a	0	0	0
761742	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP299	ltpFR2	2	4	SEAGULL	1261	n/a	n/a	0	0	0
